negatives
"('Q06413', 'Q14135')"
"('Q14469', 'Q9NPI8')"
"('P06241', 'Q9UK85')"
"('P12830', 'O60315')"
"('Q04917', 'Q8N122')"
"('Q96Q83', 'O96019')"
"('Q13422', 'Q13547')"
"('Q9Y5P6', 'P26599')"
"('P60033', 'Q9C086')"
"('P13501', 'Q92985')"
"('P18124', 'P46778')"
"('Q9BQ83', 'Q9UJS0')"
"('Q9BVJ6', 'Q8NHQ1')"
"('Q15628', 'Q13158')"
"('P62750', 'P49207')"
"('P35244', 'P19532')"
"('Q15572', 'Q16637')"
"('Q9BUZ4', 'P52732')"
"('P29372', 'P03372')"
"('P03901', 'Q9P0J0')"
"('P07947', 'Q8WUM4')"
"('Q8NFD5', 'P38936')"
"('Q15836', 'P18615')"
"('Q07065', 'Q9H1I8')"
"('O15111', 'P30086')"
"('406967', 'P38936')"
"('Q9BQD3', 'Q9UJ41')"
"('Q13315', 'Q92794')"
"('Q13445', 'P84022')"
"('Q96HD1', 'P21246')"
"('Q9Y328', 'Q9P2W9')"
"('Q16659', 'Q15418')"
"('P21781', 'P02461')"
"('P08034', 'P29033')"
"('O43676', 'P56556')"
"('O75528', 'Q9NR33')"
"('P16104', 'Q14676')"
"('P20073', 'Q9Y600')"
"('P56537', 'Q9HAV7')"
"('Q8IUC4', 'P40337')"
"('P29475', 'P18146')"
"('P22626', 'P67809')"
"('Q08AM6', 'Q9Y2I7')"
"('Q04637', 'Q8IXH7')"
"('P51149', 'P40337')"
"('P05129', 'Q15361')"
"('Q13216', 'Q13888')"
"('P22681', 'P10721')"
"('Q13136', 'Q99459')"
"('Q05086', 'Q6IE81')"
"('O60783', 'Q14164')"
"('Q5VWQ8', 'Q14164')"
"('Q9BQ66', 'P32242')"
"('P01236', 'Q9HBE5')"
"('554213', 'Q15329')"
"('Q04206', 'O95571')"
"('Q13087', 'P21246')"
"('P19883', 'Q5EB52')"
"('Q9UNE7', 'P36897')"
"('Q15428', 'Q12906')"
"('P04637', 'P49848')"
"('P25054', 'Q8IVL1')"
"('Q9NYG5', 'Q8WWL7')"
"('Q96G28', 'P63000')"
"('O95967', 'P0CG48')"
"('P42338', 'P16885')"
"('P62993', 'Q9BR76')"
"('P14678', 'Q16637')"
"('P18206', 'Q15233')"
"('O94875', 'O75955')"
"('P43365', 'P51692')"
"('Q9UK08', 'P08754')"
"('P06748', 'P62258')"
"('P01889', 'O00442')"
"('O75582', 'O43889')"
"('P78352', 'P16389')"
"('Q8ND90', 'O43347')"
"('P78386', 'Q92796')"
"('O95402', 'P30876')"
"('O96013', 'Q32MK0')"
"('P13569', 'P04080')"
"('Q7L5N1', 'P40425')"
"('O43390', 'P22626')"
"('Q92858', 'Q5TA89')"
"('Q99471', 'Q15811')"
"('P01111', 'O00329')"
"('P98082', 'O43318')"
"('P04183', 'P38606')"
"('Q16584', 'P49840')"
"('P26367', 'P50458')"
"('P49841', 'Q68CJ9')"
"('P10244', 'Q16254')"
"('Q15796', 'O60518')"
"('P20336', 'Q8TBN0')"
"('Q8N264', 'P63000')"
"('P01243', 'Q13347')"
"('P17931', 'P16150')"
"('P10275', 'TZF')"
"('P09619', 'O00329')"
"('Q6UVK1', 'Q9Y2X8')"
"('P51991', 'P26368')"
"('Q16891', 'Q96A49')"
"('P28482', 'Q15121')"
"('P49746', 'P61812')"
"('Q96QV6', 'Q08945')"
"('P49662', 'O94874')"
"('Q9H444', 'Q9UN37')"
"('O75159', 'P48551')"
"('Q14683', 'P49662')"
"('Q99700', 'Q13772')"
"('P42166', 'P02545')"
"('P01889', 'Q99460')"
"('P61981', 'Q13247')"
"('P01850', 'P01911')"
"('Q16663', 'P08311')"
"('P61353', 'P18124')"
"('P18146', 'Q14774')"
"('Q9Y478', 'P00742')"
"('P06870', 'P08603')"
"('P36897', 'Q9BX70')"
"('P13995', 'Q9Y6F1')"
"('P48454', 'P63098')"
"('P42224', 'P29459')"
"('Q9UNS2', 'Q16531')"
"('Q8TAF3', 'O94782')"
"('P19438', 'P17405')"
"('O75771', 'P81605')"
"('P26012', 'P51636')"
"('P39019', 'P62263')"
"('P11166', 'Q7L5N1')"
"('P51398', 'Q00653')"
"('Q9UBI6', 'P98174')"
"('Q12778', 'Q13627')"
"('Q15788', 'Q63ZY3')"
"('Q14061', 'Q5T3J3')"
"('Q9NZT1', 'Q16816')"
"('P53041', 'Q06190')"
"('P04637', 'Q9HBJ7')"
"('P25789', 'O14818')"
"('Q9Y4K3', 'P14314')"
"('P49407', 'P32302')"
"('P22314', 'Q92685')"
"('P38936', 'P04217')"
"('P43405', 'P27986')"
"('Q9UHQ7', 'Q96C92')"
"('Q99558', 'P26373')"
"('P62140', 'P46019')"
"('P51812', 'P68431')"
"('Q99759', 'Q9Y230')"
"('P05451', 'P40763')"
"('O15519', 'P04049')"
"('Q9Y5M8', 'Q9UET6')"
"('Q9BUF5', 'P16871')"
"('P16104', 'P0CG47')"
"('O94874', 'O75365')"
"('P29474', 'O43707')"
"('Q9UHV8', 'P07355')"
"('O43189', 'Q15022')"
"('P05129', 'P59768')"
"('P56880', 'Q8N6F1')"
"('Q9NYY1', 'P48357')"
"('Q12913', 'P42768')"
"('O75367', 'P23527')"
"('O75947', 'Q08AD1')"
"('O95863', 'P04637')"
"('P07355', 'P01243')"
"('O75807', 'Q99933')"
"('Q9NZN4', 'O95782')"
"('Q05397', 'Q68CZ2')"
"('Q14807', 'Q8NG27')"
"('P22061', 'P02647')"
"('Q92585', 'Q99466')"
"('Q15796', 'Q13547')"
"('P51681', 'P29074')"
"('Q13526', 'P20338')"
"('Q13315', 'Q92636')"
"('P25963', 'Q04864')"
"('P26651', 'P31946')"
"('Q9Y5P8', 'Q9NY47')"
"('P54725', 'O43924')"
"('O95257', 'Q9Y3C7')"
"('Q08050', 'P51587')"
"('P63172', 'P06241')"
"('P07910', 'Q8IX12')"
"('P18124', 'P36578')"
"('P47712', 'P29466')"
"('P50281', 'P56945')"
"('O95347', 'Q9NRI5')"
"('Q00653', 'Q9BUF5')"
"('P41159', 'P19235')"
"('Q9UBW8', 'Q92905')"
"('Q16619', 'Q9UHF4')"
"('P06400', 'P09429')"
"('P56199', 'P06756')"
"('P83731', 'P62891')"
"('P21675', 'Q15542')"
"('P24941', 'Q9P2S5')"
"('P13232', 'Q99062')"
"('P62280', 'Q9UET6')"
"('Q16629', 'P17612')"
"('Q02156', 'Q9Y624')"
"('P16885', 'P47712')"
"('P26045', 'P04626')"
"('Q8NFD5', 'O15360')"
"('P62136', 'P38398')"
"('Q15014', 'Q96L91')"
"('Q13315', 'Q92922')"
"('O15230', 'P08514')"
"('Q96CW5', 'A6NHL2')"
"('Q86YV6', 'O14950')"
"('Q96GE4', 'P61981')"
"('P19429', 'P67936')"
"('P84022', 'Q96RT1')"
"('P27986', 'Q96T58')"
"('P63261', 'P35749')"
"('P49759', 'Q13427')"
"('P62841', 'P42677')"
"('Q8TCX1', 'O95817')"
"('Q9Y2T4', 'P54289')"
"('P32121', 'Q8NGN3')"
"('Q16637', 'O14893')"
"('O15371', 'P41567')"
"('Q99613', 'P51812')"
"('Q9Y3A3', 'Q14194')"
"('O94762', 'Q86XP3')"
"('P32881', 'P38484')"
"('Q9UKA9', 'P98175')"
"('Q14141', 'O00422')"
"('Q86WN2', 'Q01344')"
"('P07910', 'Q9HCK5')"
"('P62380', 'Q15286')"
"('P42684', 'P00533')"
"('Q99836', 'P35228')"
"('P18146', 'P36402')"
"('P48723', 'Q9NR33')"
"('O95999', 'P19838')"
"('P14317', 'P11912')"
"('P28799', 'P52790')"
"('Q9UNS2', 'O14832')"
"('P38936', 'P67870')"
"('Q96LZ3', 'Q9NYG5')"
"('P35637', 'P52597')"
"('Q16695', 'P29353')"
"('O00255', 'Q13950')"
"('P42704', 'P63104')"
"('Q96A65', 'Q96EV8')"
"('P17252', 'P0C869')"
"('P31689', 'O95989')"
"('O95376', 'O75828')"
"('P00533', 'P06576')"
"('Q15654', 'Q04206')"
"('P02462', 'Q9HCN6')"
"('P51817', 'P27361')"
"('Q9HCN6', 'P07948')"
"('Q9BPY3', 'Q15047')"
"('P03372', 'P23771')"
"('Q92876', 'P47710')"
"('Q8WXH5', 'Q9UHF4')"
"('Q969D9', 'Q08334')"
"('O00763', 'P50747')"
"('Q9BSJ2', 'Q6PEY2')"
"('Q8N1F7', 'Q99623')"
"('Q99583', 'Q96ST3')"
"('P20333', 'P31689')"
"('Q08050', 'P06400')"
"('O00231', 'Q13432')"
"('Q12778', 'P24522')"
"('Q96HA1', 'Q96EE3')"
"('P46527', 'Q08999')"
"('P22301', 'P19235')"
"('Q96DF8', 'O00505')"
"('Q7Z5A7', 'P12980')"
"('P35637', 'Q14103')"
"('O00483', 'Q9UKV8')"
"('Q8IUQ4', 'O60907')"
"('Q9UJU6', 'Q13227')"
"('Q9NR55', 'Q96BA8')"
"('Q9Y3C5', 'Q6ZVM7')"
"('P16871', 'P08865')"
"('P52742', 'P49841')"
"('Q13237', 'P05026')"
"('O43561', 'P19174')"
"('P26373', 'Q9Y3U8')"
"('P12830', 'Q16384')"
"('O14593', 'Q9BUV8')"
"('Q96KK5', 'Q8N257')"
"('Q13573', 'Q00577')"
"('O14508', 'P26951')"
"('P49810', 'Q9HBG4')"
"('P08572', 'P04183')"
"('Q92844', 'Q8IUC6')"
"('O75956', 'P01023')"
"('Q13501', 'P27361')"
"('Q9NYB0', 'Q96QC0')"
"('O00257', 'P84022')"
"('Q969D9', 'Q99650')"
"('Q15019', 'Q15038')"
"('P16989', 'Q7Z4H7')"
"('P32121', 'Q8NGR4')"
"('P15924', 'Q00653')"
"('Q01974', 'Q92997')"
"('P61088', 'O95999')"
"('P49765', 'Q02763')"
"('Q96DE5', 'Q9UJX2')"
"('Q9Y243', 'P25963')"
"('Q07812', 'P62979')"
"('Q59H18', 'P68133')"
"('P01106', 'Q13501')"
"('P67775', 'P31751')"
"('P19793', 'P06493')"
"('O00422', 'Q96EK5')"
"('Q676U5', 'Q00610')"
"('O43734', 'P17676')"
"('Q96SB8', 'Q9NXX6')"
"('Q9BTM1', 'O15379')"
"('P49674', 'Q16625')"
"('P01903', 'P33076')"
"('O14777', 'O60925')"
"('Q9Y2X8', 'O95628')"
"('P04150', 'P04637')"
"('P62258', 'O94921')"
"('Q9BVA1', 'P41220')"
"('P26641', 'O14737')"
"('Q9HBG4', 'Q13625')"
"('Q8N1F7', 'P52948')"
"('Q7Z2E3', 'O94972')"
"('P31749', 'Q07352')"
"('P23467', 'P46459')"
"('406921', 'P51608')"
"('P01241', 'Q96FW1')"
"('P82933', 'Q99547')"
"('Q13237', 'Q01668')"
"('P12956', 'P08107')"
"('P78527', 'P49959')"
"('Q15027', 'P00519')"
"('Q96AW1', 'Q3KQU3')"
"('P62877', 'P49674')"
"('Q9NYK1', 'Q9NR97')"
"('P08908', 'P04899')"
"('Q03135', 'Q13393')"
"('Q9Y272', 'O75052')"
"('Q14160', 'Q99759')"
"('P50570', 'Q01344')"
"('Q9Y6X8', 'Q96KB5')"
"('Q9Y277', 'P60709')"
"('Q96B97', 'P22607')"
"('P24941', 'P30305')"
"('Q13464', 'P35579')"
"('P35626', 'Q8NGD1')"
"('P00533', 'Q2TAY7')"
"('Q99836', 'P26196')"
"('O43913', 'Q99459')"
"('P35442', 'Q08722')"
"('P14151', 'P62993')"
"('Q8IWE5', 'Q6P597')"
"('Q9BUJ2', 'P26599')"
"('Q9Y6K5', 'P16403')"
"('P27540', 'O15198')"
"('Q9BY43', 'P61421')"
"('O60431', 'P38405')"
"('P40198', 'P05109')"
"('O15067', 'Q14164')"
"('P13010', 'Q9NQB0')"
"('P04150', 'P20226')"
"('Q15572', 'O95602')"
"('Q9C0K0', 'O95983')"
"('P10275', 'O76076')"
"('P34913', 'Q9UFN0')"
"('P25490', 'P08047')"
"('P0CG47', 'Q9UJY5')"
"('P04637', 'Q92466')"
"('P60900', 'Q9BQ83')"
"('P54274', 'P54132')"
"('P05305', 'P35318')"
"('Q9UI14', 'Q96C03')"
"('Q9NWZ3', 'O43318')"
"('P00533', 'P02538')"
"('O75970', 'P28223')"
"('Q9HBE4', 'P26951')"
"('Q8IVT5', 'Q9H2X3')"
"('Q12873', 'P17542')"
"('P07910', 'O43390')"
"('P17612', 'O95622')"
"('P22612', 'Q14571')"
"('P49715', 'Q15848')"
"('P57678', 'Q9HAW0')"
"('Q9HC29', 'O43353')"
"('O95298', 'P03901')"
"('Q13427', 'Q8NAV1')"
"('Q8N6Y0', 'Q9BT78')"
"('P30968', 'O95467')"
"('Q9ULH1', 'P12931')"
"('Q14031', 'Q9HCN6')"
"('P30281', 'P36542')"
"('Q7Z6L1', 'P78371')"
"('Q9P0U4', 'Q9UPS6')"
"('O60861', 'Q9Y2A7')"
"('P18031', 'O60674')"
"('Q9Y6Y9', 'P17676')"
"('P63279', 'P14672')"
"('Q15750', 'Q15759')"
"('O15530', 'P00533')"
"('P04406', 'P41743')"
"('P10586', 'P53355')"
"('P40225', 'Q9HC73')"
"('Q8IWZ8', 'Q07955')"
"('P08648', 'P26006')"
"('P33993', 'Q92794')"
"('Q7Z434', 'Q07021')"
"('P01106', 'P20618')"
"('O95831', 'P01889')"
"('Q8TEC5', 'P61088')"
"('P68366', 'Q9H0H5')"
"('Q14738', 'P62714')"
"('Q9UNX3', 'P62917')"
"('O75674', 'Q69YN2')"
"('Q99719', 'O95251')"
"('Q13418', 'Q9HBI0')"
"('Q9Y375', 'P10809')"
"('Q14397', 'O14640')"
"('P13501', 'Q01201')"
"('Q15233', 'P19838')"
"('Q8WUY3', 'Q01844')"
"('Q01081', 'Q70Z53')"
"('P16035', 'P47914')"
"('P05187', 'P55854')"
"('P62837', 'Q96GF1')"
"('Q9NZN5', 'P08069')"
"('P32969', 'P42766')"
"('Q8N474', 'Q14332')"
"('P01891', 'Q9NYU1')"
"('P63220', 'P62244')"
"('O00339', 'P02452')"
"('Q9BY27', 'Q8N5I3')"
"('Q04771', 'Q16539')"
"('Q9Y4K3', 'P51617')"
"('Q7Z434', 'Q12933')"
"('P36575', 'Q8IZ40')"
"('Q9UPN3', 'Q9NRI5')"
"('Q06190', 'O00305')"
"('P48058', 'O60282')"
"('Q92844', 'A7MCY6')"
"('P62140', 'P61244')"
"('406906', 'Q15759')"
"('Q13509', 'P17302')"
"('P42224', 'P12931')"
"('Q8IY92', 'Q96D46')"
"('P61978', 'P43243')"
"('Q9HAW0', 'O75533')"
"('Q9H816', 'P55036')"
"('P05019', 'P08138')"
"('Q6P1K2', 'Q16236')"
"('Q96N67', 'P62745')"
"('P02751', 'P02768')"
"('P19793', 'Q2M1K9')"
"('Q9H8Y8', 'P25787')"
"('Q04206', 'Q13477')"
"('P40337', 'P61626')"
"('Q9UET6', 'O95747')"
"('O95793', 'P60709')"
"('P62987', 'Q99759')"
"('O43150', 'P19174')"
"('Q05209', 'P09619')"
"('P61981', 'Q9P0V3')"
"('Q13315', 'Q96N67')"
"('Q6IAA8', 'Q9HB90')"
"('P62910', 'O00442')"
"('Q9H4P4', 'P07949')"
"('P43146', 'P63173')"
"('Q8N2W9', 'P35398')"
"('Q8WV41', 'P48023')"
"('P30480', 'Q9P258')"
"('P22612', 'P50993')"
"('P29350', 'P10721')"
"('Q8IVF5', 'P16104')"
"('Q13158', 'Q13490')"
"('Q06546', 'P17676')"
"('P12004', 'Q9UIG0')"
"('Q8N8D1', 'O75400')"
"('O15524', 'P35568')"
"('Q9NPH0', 'Q9H2U1')"
"('Q13310', 'Q96BK5')"
"('Q05048', 'Q16630')"
"('P17612', 'P51828')"
"('Q92730', 'Q13153')"
"('Q9C0C9', 'P67809')"
"('Q07960', 'P15153')"
"('Q13425', 'P11532')"
"('P98164', 'O75553')"
"('P08754', 'Q9NQ66')"
"('Q13009', 'P52735')"
"('P61201', 'P38936')"
"('P26441', 'P16471')"
"('Q969Z0', 'Q9NYA4')"
"('P51571', 'Q9UKV8')"
"('P50502', 'Q14164')"
"('P50502', 'P22392')"
"('O00231', 'O75832')"
"('P13805', 'Q8ND90')"
"('Q8IXR5', 'Q6UWE0')"
"('P41182', 'Q9NYH9')"
"('P22681', 'Q99962')"
"('Q13573', 'Q9Y295')"
"('Q70EK8', 'P62993')"
"('P33151', 'P35968')"
"('P61981', 'Q96A72')"
"('Q13873', 'Q04771')"
"('P60510', 'P78318')"
"('P04629', 'Q92569')"
"('P20618', 'Q9BQ83')"
"('O75937', 'Q8IX12')"
"('Q14CB8', 'Q9H4E5')"
"('P16333', 'Q9UL42')"
"('P06400', 'Q14653')"
"('P62714', 'Q02750')"
"('Q96F25', 'Q9NP73')"
"('P61081', 'Q03135')"
"('P39023', 'Q9H1Y0')"
"('P21246', 'P24522')"
"('Q93009', 'P62987')"
"('Q9H2A7', 'P25025')"
"('P35638', 'P11215')"
"('Q13263', 'Q9BZK7')"
"('O43463', 'Q96EB6')"
"('Q9H4A3', 'P31321')"
"('P27986', 'Q13094')"
"('Q5T8A7', 'P62136')"
"('P12814', 'Q5VTD9')"
"('Q6VMQ6', 'Q9H4L4')"
"('Q9Y2X8', 'Q9C035')"
"('Q13535', 'P49454')"
"('Q9NPJ6', 'O43617')"
"('P20273', 'P15391')"
"('Q13158', 'Q6WCQ1')"
"('P62877', 'P16104')"
"('Q99750', 'Q13526')"
"('Q13303', 'O15131')"
"('Q9NX70', 'Q9H944')"
"('Q13555', 'Q01668')"
"('P11171', 'O75643')"
"('O43318', 'Q15759')"
"('Q9NZQ3', 'P62993')"
"('Q9UHD2', 'Q9UKB1')"
"('P01889', 'P30520')"
"('Q9H8W4', 'Q15834')"
"('O14920', 'Q13077')"
"('Q15435', 'Q16821')"
"('Q5JY77', 'Q92734')"
"('O00203', 'Q9Y496')"
"('Q15562', 'P36402')"
"('P10720', 'P51685')"
"('P18146', 'Q16850')"
"('P62851', 'Q9HAU5')"
"('P26951', 'P42338')"
"('Q86T03', 'P06733')"
"('Q8NFZ5', 'Q04864')"
"('P35240', 'Q9BZE4')"
"('O96019', 'P51532')"
"('P12107', 'P18827')"
"('P63104', 'Q96PU5')"
"('Q8N7W2', 'Q9H8W4')"
"('Q9BX66', 'P56537')"
"('Q9H8Y8', 'Q9HCM4')"
"('P02751', 'P05106')"
"('Q13233', 'P51668')"
"('Q92481', 'Q99967')"
"('Q16254', 'Q9P0M9')"
"('P01137', 'Q14392')"
"('P04899', 'P61073')"
"('Q9UBH0', 'Q9BWG4')"
"('P01241', 'P15260')"
"('P51668', 'Q13489')"
"('P25942', 'Q8NEW0')"
"('P04626', 'P98077')"
"('P00519', 'Q9BWW9')"
"('O95467', 'P41220')"
"('P42858', 'Q9Y2X7')"
"('P61088', 'Q9Y3C5')"
"('P98077', 'P12931')"
"('P12319', 'P06241')"
"('Q8IX12', 'Q9HAU4')"
"('P84022', 'Q9BW04')"
"('Q8TD31', 'Q8TEY7')"
"('Q99459', 'Q14671')"
"('Q9NPF5', 'P49758')"
"('P35609', 'P46777')"
"('Q15276', 'P20339')"
"('P10912', 'P26045')"
"('P14060', 'Q9H204')"
"('Q9NQW7', 'Q6NUQ1')"
"('P68371', 'Q13573')"
"('Q96HB5', 'Q96L14')"
"('P03891', 'P03915')"
"('P32969', 'P18621')"
"('Q9UKB1', 'P10070')"
"('P06127', 'P43403')"
"('P11831', 'P15172')"
"('Q9Y2T4', 'P50991')"
"('P23634', 'Q5EBL8')"
"('Q9H0E3', 'Q86TJ2')"
"('Q86VP6', 'Q13617')"
"('Q9NPH3', 'O75400')"
"('P16619', 'P51686')"
"('O14980', 'P04406')"
"('O14757', 'Q9UNS1')"
"('P38398', 'Q16236')"
"('Q9UJY4', 'P11717')"
"('Q9Y5Q8', 'Q99459')"
"('P42771', 'P40337')"
"('Q9HAV4', 'Q99459')"
"('O43676', 'Q86Y39')"
"('P31943', 'O75937')"
"('O76081', 'Q92504')"
"('406906', 'Q86V21')"
"('P60983', 'Q16539')"
"('P51684', 'O60674')"
"('Q9BY41', 'O75367')"
"('Q9NPD8', 'Q9BTP7')"
"('Q96A72', 'P61981')"
"('P62263', 'Q16594')"
"('Q16665', 'P15692')"
"('P29590', 'P22736')"
"('Q9Y6E0', 'P23508')"
"('P29622', 'P13805')"
"('P48039', 'Q96AG4')"
"('Q9Y6K9', 'P0CG48')"
"('Q01130', 'Q13242')"
"('P35680', 'Q9HBJ8')"
"('O15371', 'P55010')"
"('P05112', 'P19235')"
"('P32881', 'P16471')"
"('Q99683', 'P45983')"
"('Q3YEC7', 'P58062')"
"('Q15796', 'Q9H0M0')"
"('P08172', 'O95837')"
"('Q9H6Y7', 'P51668')"
"('P18146', 'Q8TB36')"
"('P63208', 'P30304')"
"('Q6PL18', 'Q01094')"
"('P51956', 'P52735')"
"('Q8TEW0', 'O60739')"
"('Q15021', 'Q13573')"
"('P20333', 'Q92538')"
"('Q8IXH7', 'P35606')"
"('P36897', 'Q9NPB6')"
"('P49643', 'P63104')"
"('P84996', 'Q08828')"
"('Q9Y5X1', 'P49910')"
"('P62820', 'O00488')"
"('P61981', 'P49674')"
"('Q01151', 'Q15717')"
"('Q9H1J1', 'Q8IYD1')"
"('O60271', 'P19838')"
"('P62714', 'Q13136')"
"('Q92945', 'Q14103')"
"('P53675', 'P09496')"
"('Q7L804', 'P62491')"
"('Q96S55', 'Q14191')"
"('P08588', 'Q5JWF2')"
"('O75474', 'O14640')"
"('P01308', 'P48745')"
"('P50395', 'P20338')"
"('P08833', 'P05019')"
"('Q7L190', 'Q16827')"
"('P11171', 'P13693')"
"('Q9H832', 'O00237')"
"('O00505', 'Q96HA1')"
"('Q7RTX0', 'Q7RTX1')"
"('P57739', 'O95500')"
"('Q05516', 'P13612')"
"('P23284', 'P23508')"
"('P52657', 'Q00613')"
"('Q9UGJ1', 'P01106')"
"('P45984', 'Q15427')"
"('Q9Y6X2', 'P42229')"
"('Q8IZJ0', 'P17181')"
"('P51148', 'Q15276')"
"('O15457', 'P00519')"
"('P40855', 'O96011')"
"('P26599', 'P22626')"
"('P42224', 'P35228')"
"('P29460', 'P31785')"
"('P07948', 'Q99759')"
"('O43307', 'Q9HAU0')"
"('Q96NB3', 'Q13123')"
"('P18146', 'P15531')"
"('P12644', 'P18146')"
"('P01889', 'O15067')"
"('O14640', 'O95996')"
"('Q9P0K7', 'O95786')"
"('P25054', 'P13646')"
"('P63010', 'P05783')"
"('P54578', 'P63098')"
"('Q92915', 'P10721')"
"('P02778', 'P25025')"
"('O43502', 'Q9NS91')"
"('P36406', 'Q9Y6K9')"
"('P62318', 'P62310')"
"('Q9Y6H6', 'Q12840')"
"('P60709', 'P10916')"
"('Q8NFZ5', 'Q04206')"
"('P01024', 'P01031')"
"('Q7Z406', 'O14950')"
"('P42224', 'Q00613')"
"('P05129', 'Q9BX67')"
"('P63211', 'P48544')"
"('Q16513', 'O75821')"
"('O75937', 'O43390')"
"('P60033', 'P20023')"
"('Q9BVI4', 'O95084')"
"('P49755', 'Q9Y2Q3')"
"('O60880', 'Q15052')"
"('Q13263', 'P23760')"
"('Q01860', '406937')"
"('Q9UBN6', 'Q9HAV4')"
"('O95376', 'Q13404')"
"('Q13535', 'P51610')"
"('P40337', 'P29401')"
"('O95400', 'Q9BUJ2')"
"('Q9UQE7', 'Q96F24')"
"('P84022', 'Q9UBW7')"
"('Q9H9J2', 'Q14197')"
"('P10451', 'Q9NR12')"
"('Q99459', 'P46459')"
"('P06493', 'P68400')"
"('Q99459', 'Q8NI28')"
"('Q13976', 'P04049')"
"('Q13416', 'Q7L590')"
"('Q9UDY2', 'Q9UI47')"
"('Q96RI1', 'Q15788')"
"('P12814', 'Q9UI47')"
"('Q02218', 'P55854')"
"('O00165', 'Q15714')"
"('Q16581', 'Q13424')"
"('P51532', 'P08700')"
"('P04792', 'P11413')"
"('P62879', 'P27986')"
"('O14558', 'P31749')"
"('Q9Y6I3', 'P16234')"
"('O60814', 'Q96QV6')"
"('Q05639', 'P19838')"
"('P62244', 'Q9Y6K9')"
"('O95644', 'Q04864')"
"('Q8NB91', 'Q14469')"
"('P51532', 'Q16548')"
"('Q969T4', 'O76064')"
"('P19174', 'Q13087')"
"('P63000', 'P27361')"
"('P36957', 'P11172')"
"('P51681', 'P78560')"
"('Q8WYH8', 'P33991')"
"('P26368', 'P84103')"
"('Q9UBI6', 'Q13972')"
"('P09619', 'P46109')"
"('Q9NX58', 'P16402')"
"('Q9BTC8', 'Q13547')"
"('Q8TE67', 'P48023')"
"('P60763', 'Q13576')"
"('Q9C0I1', 'Q13614')"
"('Q03135', 'P51617')"
"('Q92844', 'Q13158')"
"('P80098', 'P51677')"
"('P15170', 'P60520')"
"('Q9HBU1', 'P51812')"
"('O15105', 'Q09472')"
"('P31751', 'P62140')"
"('Q99759', 'P36873')"
"('O75475', 'P02511')"
"('P28074', 'Q9Y244')"
"('Q15393', 'Q9NZC7')"
"('Q9UBQ5', 'P30281')"
"('P18074', 'P28715')"
"('P42229', 'P60484')"
"('P31749', 'Q9UKY1')"
"('P12757', 'O75376')"
"('Q9ULH1', 'P08631')"
"('P11473', 'P20813')"
"('P60002', 'Q49AR2')"
"('P19438', 'P04350')"
"('P02647', 'P07711')"
"('P84022', 'Q13547')"
"('Q5JY77', 'Q96AW1')"
"('P20591', 'Q9UBN4')"
"('O14777', 'O95229')"
"('P78509', 'P23229')"
"('P34932', 'P45983')"
"('Q14582', 'P61244')"
"('Q14451', 'Q9H814')"
"('P17947', 'Q9NNX6')"
"('Q15393', 'O75940')"
"('O15479', 'P67870')"
"('P63162', 'Q15369')"
"('P18077', 'Q9Y4K3')"
"('P51693', 'Q15047')"
"('Q13227', 'P04637')"
"('Q9P2G9', 'O14818')"
"('P61160', 'O15144')"
"('Q9NVZ3', 'O15162')"
"('P29353', 'P62316')"
"('Q13077', 'P41273')"
"('Q92905', 'Q9Y4K4')"
"('Q07889', 'Q8IZP0')"
"('P13010', 'P11388')"
"('P51531', 'P38398')"
"('P08238', 'P04075')"
"('Q5JY77', 'P07550')"
"('P78527', 'P11387')"
"('P49841', 'P18848')"
"('Q9BTT4', 'Q71SY5')"
"('P62256', 'Q8WVZ7')"
"('Q01094', 'P62910')"
"('O75197', 'P49841')"
"('P02778', 'Q92985')"
"('Q9NZM5', 'P19525')"
"('Q7Z6G3', 'Q9NP79')"
"('P49591', 'P04222')"
"('P00533', 'Q8IZW8')"
"('P35244', 'Q9Y4K3')"
"('P38398', 'Q86YC2')"
"('Q8IWX8', 'Q8WUA2')"
"('P11142', 'P46527')"
"('Q9Y624', 'Q05513')"
"('Q86WN2', 'Q08334')"
"('Q9UL17', 'Q14765')"
"('Q14191', 'Q96FI4')"
"('Q9Y243', 'P23443')"
"('O00187', 'P11226')"
"('P05556', 'P20339')"
"('P14859', 'P20226')"
"('Q5T3J3', 'Q9P2H0')"
"('Q9NQT5', 'Q92841')"
"('O00257', 'Q16644')"
"('P50148', 'Q01970')"
"('Q969H0', 'P52789')"
"('Q9Y5P6', 'O15131')"
"('P42574', 'P45983')"
"('Q9UPT5', 'Q8NFJ9')"
"('Q92733', 'Q9UMS4')"
"('Q9Y664', 'P57735')"
"('P32121', 'Q8NGG4')"
"('Q9H9Q4', 'Q13426')"
"('P61160', 'Q13573')"
"('P62847', 'Q00653')"
"('P62987', 'P26373')"
"('P61604', 'Q5UIP0')"
"('P14317', 'P36915')"
"('P10827', 'Q14686')"
"('P63165', 'Q9Y3V2')"
"('P35626', 'Q96KK4')"
"('Q9Y6K9', 'P21580')"
"('P07305', 'P24941')"
"('P10912', 'P43378')"
"('Q8IY92', 'Q9P013')"
"('Q13291', 'O14796')"
"('Q05513', 'P68400')"
"('Q17RW2', 'Q13797')"
"('Q13315', 'P56545')"
"('P17612', 'Q70SY1')"
"('P04278', 'P41222')"
