negatives
"('P42345', 'Q07817')"
"('Q13137', 'Q8NCU4')"
"('Q96EZ8', 'Q9NZM3')"
"('P16333', 'Q92918')"
"('Q00765', 'O95989')"
"('Q15022', 'P28749')"
"('Q8IY92', 'P19013')"
"('Q15389', 'P08069')"
"('Q9UQQ2', 'P21860')"
"('O60674', 'Q13283')"
"('P63244', 'P06400')"
"('O94817', 'Q14152')"
"('P04183', 'Q15811')"
"('Q02543', 'O00442')"
"('P55210', 'Q7L5N1')"
"('P63279', 'P42224')"
"('P49662', 'Q8TBZ2')"
"('P27695', 'P12956')"
"('P16104', 'P12236')"
"('Q15276', 'Q9NZ52')"
"('Q9Y2Q3', 'Q09161')"
"('P25098', 'P30086')"
"('Q8TDR0', 'P18124')"
"('P01567', 'P26992')"
"('P12931', 'Q92845')"
"('O15511', 'Q14247')"
"('Q99519', 'O60603')"
"('Q9UK45', 'Q9Y333')"
"('Q16637', 'Q9UPQ3')"
"('O75593', 'Q15796')"
"('P20823', 'Q96IU2')"
"('Q9Y2I6', 'Q9Y6D9')"
"('O75486', 'Q9BRQ0')"
"('Q05513', 'Q9GZQ8')"
"('A0JLT2', 'Q9NX70')"
"('P51677', 'O60674')"
"('O14893', 'P84103')"
"('P18846', 'Q9HBZ2')"
"('P09327', 'P62714')"
"('O60244', 'Q9NVC6')"
"('Q9UJX4', 'A0JLT2')"
"('P00519', 'Q03135')"
"('P67812', 'P62330')"
"('P26012', 'Q13683')"
"('Q14197', 'Q9Y3B7')"
"('Q9Y6G3', 'P68104')"
"('O95433', 'Q13087')"
"('P09429', 'Q15109')"
"('O95167', 'P03901')"
"('P21246', 'Q9H8G2')"
"('P47914', 'P62987')"
"('Q9H422', 'P53671')"
"('O95257', 'Q15262')"
"('O00459', 'Q13094')"
"('Q15008', 'O43242')"
"('P49715', 'Q9Y2D1')"
"('Q96JK9', 'Q9UM47')"
"('Q13573', 'Q13535')"
"('P41231', 'P18084')"
"('Q6VMQ6', 'Q4LDE5')"
"('Q92993', 'Q5UIP0')"
"('P60763', 'P52565')"
"('P08107', 'Q9Y6K9')"
"('Q8N6F1', 'Q9Y5I7')"
"('P50458', 'O95475')"
"('Q9NRL2', 'Q99459')"
"('P04406', 'P60709')"
"('P62136', 'Q96GM8')"
"('P07355', 'P07858')"
"('Q15008', 'Q9BRP4')"
"('Q8N1I0', 'P62834')"
"('P01589', 'P42229')"
"('Q15291', 'Q16531')"
"('Q99683', 'Q13490')"
"('Q8IXH7', 'P62854')"
"('P14136', 'P05067')"
"('Q99459', 'Q14527')"
"('O15379', 'Q9UHL9')"
"('Q07021', 'Q08170')"
"('P16220', 'Q09472')"
"('Q8WV28', 'Q96MX0')"
"('O43809', 'P21246')"
"('Q13332', 'Q8IWV7')"
"('Q9Y6X6', 'P27986')"
"('Q9BUY5', 'Q99750')"
"('Q14790', 'P19338')"
"('Q9C0K7', 'Q9Y478')"
"('Q8N5F7', 'Q14498')"
"('P55072', 'Q9BZE9')"
"('O43676', 'O43677')"
"('P35637', 'Q9BUJ2')"
"('P40337', 'P26639')"
"('Q92552', 'Q14197')"
"('Q13889', 'P51948')"
"('O75509', 'Q6VEQ5')"
"('P07333', 'O15524')"
"('P04839', 'Q15759')"
"('P01834', 'P02768')"
"('P30048', 'O14920')"
"('Q9UHB6', 'P62993')"
"('Q92835', 'Q7L591')"
"('O43561', 'O75791')"
"('P21860', 'Q96B97')"
"('Q15834', 'Q96EZ8')"
"('Q9P212', 'Q16512')"
"('P46778', 'P62424')"
"('P01730', 'O00220')"
"('P18850', 'P35638')"
"('P07384', 'P10415')"
"('Q9H204', 'Q96PU5')"
"('P62993', 'Q9Y2H0')"
"('P07992', 'Q9BQ83')"
"('O14544', 'P42701')"
"('P45984', 'P18146')"
"('Q9BXW9', 'P12004')"
"('P12814', 'P43364')"
"('Q92796', 'Q8WV44')"
"('Q9H2X3', 'P33241')"
"('Q12906', 'P28562')"
"('Q9BUJ2', 'O94817')"
"('P35080', 'P18206')"
"('O75533', 'P49841')"
"('Q13242', 'Q15366')"
"('Q96AP0', 'P12956')"
"('Q969Q1', 'P19429')"
"('Q96K76', 'Q9NX70')"
"('Q14197', 'Q5T653')"
"('P01137', 'P35228')"
"('O60262', 'Q13368')"
"('P53779', 'P84022')"
"('Q9UPU3', 'P01138')"
"('O96014', 'O00755')"
"('P06241', 'O60493')"
"('Q8N5Z5', 'Q6NW29')"
"('Q9UGI8', 'P12814')"
"('Q86U06', 'Q14498')"
"('Q96N67', 'P37840')"
"('Q07666', 'Q92793')"
"('Q14790', 'P48023')"
"('Q9Y5V3', 'Q9UNQ2')"
"('Q14315', 'P16144')"
"('Q9UKE5', 'Q9Y3D3')"
"('P78537', 'Q9ULM3')"
"('O94907', 'P31146')"
"('Q9UHX1', 'O60506')"
"('Q16236', 'P42574')"
"('Q9UQ72', 'Q5T3J3')"
"('Q9BTY7', 'P27694')"
"('O95832', 'Q8N6F1')"
"('Q04206', 'P41221')"
"('P0C0S8', 'Q9NPI1')"
"('Q8IVT5', 'P04049')"
"('406937', 'Q08209')"
"('Q9UBK9', 'O94763')"
"('Q13233', 'P19338')"
"('O75376', 'P50402')"
"('Q14596', 'P16885')"
"('P15056', 'P53778')"
"('P31947', 'Q00839')"
"('Q13526', 'O75821')"
"('Q13976', 'Q10588')"
"('Q9Y2I6', 'Q9NS73')"
"('Q969T4', 'Q6ZSG1')"
"('Q92574', 'Q6R327')"
"('Q8N2W9', 'Q9H492')"
"('O75533', 'Q15393')"
"('Q9NY93', 'P62807')"
"('P31946', 'O43524')"
"('P62750', 'P62888')"
"('Q96JB2', 'Q8WVM8')"
"('P31749', 'P05412')"
"('Q9HAU5', 'Q96B26')"
"('P09884', 'Q9UHY7')"
"('P27361', 'P54709')"
"('Q13950', 'Q9HCE7')"
"('Q969H0', 'A6NE52')"
"('Q5SW24', 'Q02156')"
"('P30466', 'P43627')"
"('Q8IZP0', 'Q9Y2A7')"
"('Q9NRG4', 'Q2I0M4')"
"('P14678', 'Q15029')"
"('P05019', 'P35968')"
"('Q16512', 'Q9NYF0')"
"('Q16512', 'P52564')"
"('C9JDP6', 'O95049')"
"('Q9Y490', 'P26006')"
"('P20138', 'P29350')"
"('P16930', 'P18146')"
"('O75626', 'P25791')"
"('Q14161', 'Q9HCE6')"
"('P43405', 'P16885')"
"('O00501', 'Q8N6F1')"
"('Q52LW3', 'Q07890')"
"('O75940', 'P37268')"
"('P01568', 'P42701')"
"('O15258', 'Q16891')"
"('P14868', 'Q92597')"
"('P50402', 'P60709')"
"('Q14974', 'P20333')"
"('P84996', 'Q3MJ16')"
"('P42704', 'P43360')"
"('Q9HAT8', 'P51617')"
"('Q8N6L1', 'P40337')"
"('O14980', 'P62826')"
"('P20585', 'Q8IY92')"
"('Q86WV6', 'P43308')"
"('P06733', 'Q9Y3M8')"
"('P16871', 'P29597')"
"('Q9UHF0', 'P21246')"
"('Q08170', 'Q9H307')"
"('O60739', 'Q9UHV9')"
"('P01889', 'P43626')"
"('P02458', 'P26010')"
"('Q8NGX1', 'P38405')"
"('Q15620', 'P38405')"
"('O00423', 'Q9H9L3')"
"('P16333', 'O00294')"
"('Q9Y5K5', 'Q96EZ8')"
"('P28482', 'Q9H1R3')"
"('P12931', 'Q8WTW4')"
"('Q15027', 'Q9Y239')"
"('Q9Y2X7', 'Q9H7E9')"
"('P62829', 'P62917')"
"('P54253', 'Q15942')"
"('P41279', 'Q13748')"
"('O95782', 'P05783')"
"('Q00653', 'Q9BVA1')"
"('P0CG48', 'P02794')"
"('Q9P212', 'O43255')"
"('Q92804', 'P21675')"
"('Q9Y3M8', 'P61587')"
"('P17693', 'P10966')"
"('Q13315', 'Q9Y3F4')"
"('Q6VMQ6', 'P63261')"
"('Q86UE8', 'Q15306')"
"('O14807', 'P10398')"
"('P60510', 'Q5MIZ7')"
"('P42574', 'O75618')"
"('Q15788', 'Q92988')"
"('Q9HCU9', 'P24385')"
"('Q92597', 'Q969Y2')"
"('Q12834', 'P14635')"
"('P18206', 'Q99578')"
"('Q02878', 'Q00005')"
"('Q02556', 'P28325')"
"('O43318', 'Q96ES7')"
"('P08107', 'Q9H816')"
"('Q8WVM8', 'Q9H0D6')"
"('Q9UKX5', 'P21333')"
"('O95155', 'Q12959')"
"('Q9Y4X3', 'P61073')"
"('Q92905', 'O95551')"
"('P68400', 'Q6VY07')"
"('P62993', 'O43900')"
"('P63208', 'Q5XUX0')"
"('P60709', 'Q12933')"
"('Q9UPT9', 'Q8WVM8')"
"('P11274', 'Q13432')"
"('P08047', 'P06241')"
"('P52735', 'Q9Y4X5')"
"('P62875', 'Q9Y250')"
"('P31751', 'Q9H7J1')"
"('P48634', 'Q9P2R6')"
"('Q4G0J3', 'O94992')"
"('Q6R327', 'Q9Y394')"
"('P50914', 'P49207')"
"('Q9UL18', 'P39656')"
"('O15226', 'P35228')"
"('P23396', 'P25398')"
"('Q9Y375', 'Q9H1R3')"
"('P55055', 'O43597')"
"('Q13761', 'P84022')"
"('Q9Y263', 'P98175')"
"('Q99624', 'A6NC98')"
"('P10275', 'P05412')"
"('O14920', 'P32121')"
"('Q676U5', 'Q7Z6L1')"
"('O14978', 'Q9NWS9')"
"('P31946', 'Q96NE9')"
"('O14917', 'Q9NRR5')"
"('P49639', 'Q15654')"
"('P16220', 'Q6UUV7')"
"('P30049', 'O60739')"
"('O75800', 'Q9NS56')"
"('Q13009', 'P15153')"
"('P22234', 'P63092')"
"('Q92985', 'Q8IYU2')"
"('P05386', 'Q02543')"
"('Q6PEY2', 'P07437')"
"('P62891', 'P26373')"
"('Q13616', 'Q13573')"
"('Q13315', 'Q9Y2K7')"
"('Q93034', 'Q9H672')"
"('Q96LR5', 'O94941')"
"('P01308', 'P48745')"
"('Q9Y3C5', 'Q9NZ52')"
"('Q93098', 'Q9ULW2')"
"('O14645', 'A0JLT2')"
"('Q9NR33', 'O75478')"
"('P48552', 'Q92956')"
"('P51148', 'Q9Y4K3')"
"('P51817', 'P10636')"
"('Q9Y468', 'P24864')"
"('P31371', 'P22607')"
"('Q9NS87', 'Q12873')"
"('Q96HE7', 'P16104')"
"('P35240', 'Q9Y4J8')"
"('Q15047', 'P02766')"
"('O00585', 'P25025')"
"('P05771', 'P04049')"
"('Q9Y478', 'O75643')"
"('Q14257', 'Q9Y4K3')"
"('P11532', 'Q13425')"
"('P07288', 'P16401')"
"('P05015', 'P17181')"
"('Q15323', 'Q92796')"
"('Q12879', 'P12814')"
"('Q9P0M6', 'P06899')"
"('Q9UBU7', 'P25205')"
"('Q9UQ90', 'P78545')"
"('O75461', 'Q15054')"
"('P41134', 'P28324')"
"('Q13315', 'Q02818')"
"('Q9P2H0', 'Q92569')"
"('Q9H492', 'P78559')"
"('P62993', 'P41970')"
"('P62979', 'P62249')"
"('P06241', 'Q08881')"
"('Q92922', 'P40337')"
"('Q16637', 'Q01085')"
"('P49768', 'Q9UMX0')"
"('Q8N5Z5', 'Q96CV9')"
"('Q15365', 'Q9BUJ2')"
"('P62495', 'Q9BZI7')"
"('P13232', 'Q9HBE5')"
"('Q96NA2', 'P51149')"
"('P61981', 'P11171')"
"('Q13557', 'Q9UKV0')"
"('Q9UBD9', 'P19235')"
"('Q9BZF3', 'P53350')"
"('P35626', 'Q96R45')"
"('P51817', 'Q9UGI9')"
"('O14493', 'Q07157')"
"('O60880', 'Q9NQ25')"
"('P36897', 'O15169')"
"('P40337', 'P20674')"
"('P53677', 'Q9HC77')"
"('Q13200', 'P62195')"
"('Q07812', 'P0CG47')"
"('Q7L266', 'Q15750')"
"('Q96AP7', 'O00501')"
"('Q70Z53', 'Q9UBQ0')"
"('P23508', 'P23921')"
"('P49715', 'P15336')"
"('Q99877', 'Q9BY41')"
"('Q7Z7J5', 'Q96CW1')"
"('Q9NRR5', 'Q8N111')"
"('Q9UKV0', 'P62807')"
"('Q9NSC5', 'Q9Y566')"
"('P55316', 'O43524')"
"('Q9H0Q3', 'P14373')"
"('Q9UKV0', 'P58876')"
"('Q9UKA9', 'Q13137')"
"('P62081', 'P15880')"
"('Q13547', 'O00255')"
"('P83881', 'P49207')"
"('P62136', 'P10275')"
"('P27348', 'Q15139')"
"('P02794', 'Q8IWV7')"
"('P56134', 'Q9H1Y0')"
"('P01889', 'Q01105')"
"('P01243', 'Q13617')"
"('P00519', 'P08631')"
"('P01571', 'P08887')"
"('P13232', 'P52333')"
"('P09661', 'P62306')"
"('Q14766', 'P54259')"
"('Q13535', 'Q5VZL5')"
"('Q13976', 'O60840')"
"('P31947', 'Q8IUC4')"
"('Q13217', 'Q9BQI3')"
"('Q14192', 'P00533')"
"('P13631', 'Q09472')"
"('O75365', 'Q7Z794')"
"('P61218', 'O14802')"
"('Q14197', 'P09001')"
"('Q9NRR5', 'Q9H6J7')"
"('Q15796', 'Q15052')"
"('P60709', 'Q9NVD7')"
"('Q9NYD6', 'P30260')"
"('Q13145', 'O75197')"
"('Q8IVI9', 'P25054')"
"('Q16663', 'P51677')"
"('Q9Y478', 'Q9Y266')"
"('Q01974', 'P21333')"
"('P53804', 'P0CG48')"
"('P01106', 'P12821')"
"('Q14676', 'O96019')"
"('Q13472', 'Q2NKX8')"
"('P01116', 'Q15311')"
"('Q7KZ85', 'P63104')"
"('P83731', 'P61927')"
"('Q9BQ66', 'O94817')"
"('P04637', 'O60673')"
"('P12814', 'P05556')"
"('Q13485', 'O43294')"
"('O60814', 'P20671')"
"('P05198', 'P78344')"
"('P60900', 'P28072')"
"('Q9H0R8', 'Q16513')"
"('P53355', 'P18146')"
"('Q12923', 'Q13158')"
"('Q96ST3', 'Q9UQ80')"
"('Q02763', 'Q92729')"
"('P51654', 'Q9Y6F9')"
"('P16220', 'P43146')"
"('P52907', 'P16871')"
"('P56706', 'Q13467')"
"('Q00653', 'Q96ST3')"
"('Q9UBC1', 'P82650')"
"('P46531', 'P0CG47')"
"('Q8NBJ4', 'Q9H8U3')"
"('P22607', 'Q9ULV8')"
"('P47897', 'Q92569')"
"('P98175', 'P54259')"
"('O60721', 'P55157')"
"('O14717', 'Q9NVI1')"
"('P14416', 'P50150')"
"('Q96QU6', 'Q8TES7')"
"('Q5JWF2', 'P50150')"
"('P28223', 'Q13936')"
"('Q15714', 'O60762')"
"('P08621', 'Q01130')"
"('P51946', 'P10275')"
"('Q6P158', 'Q9NX58')"
"('O43320', 'P06213')"
"('Q01780', 'Q15024')"
"('P13498', 'Q969G6')"
"('P51114', 'Q9Y383')"
"('Q15047', 'P11802')"
"('Q7RTX0', 'O95467')"
"('P35626', 'P61073')"
"('Q9NZL4', 'Q13233')"
"('O60739', 'P60981')"
"('Q92905', 'Q7Z2Y5')"
"('Q99873', 'P49959')"
"('P35222', 'P35813')"
"('P41235', 'P10635')"
"('P27348', 'Q13247')"
"('O76061', 'P55001')"
"('P18564', 'P46109')"
"('Q9H211', 'O75496')"
"('Q08211', 'Q8IWZ8')"
"('Q15334', 'Q96AP0')"
"('P27482', 'Q8N5S9')"
"('Q71U36', 'P62324')"
"('Q9NQX3', 'P18505')"
"('O14543', 'P10912')"
"('P08238', 'Q16665')"
"('P30466', 'P43631')"
"('Q9P2D1', 'Q86U86')"
"('Q15459', 'Q9UBN6')"
"('P61106', 'Q8TBB1')"
"('P52597', 'P51991')"
"('Q92832', 'Q9NWH9')"
"('Q8TCW9', 'P61081')"
"('P11142', 'P62993')"
"('Q8TEY5', 'Q53ET0')"
"('Q03518', 'P17693')"
"('Q09472', 'P05112')"
"('Q01201', 'Q13309')"
"('Q9H1I8', 'Q9Y3C5')"
"('Q8IY92', 'P07992')"
"('A6NIT4', 'P19235')"
"('P35754', 'P00505')"
"('Q13748', 'Q86UA6')"
"('Q92841', 'P03372')"
"('Q92574', 'P27348')"
"('P62140', 'P24385')"
"('Q6P1J9', 'P49459')"
"('P13942', 'Q16832')"
"('P00519', 'Q9ULV8')"
"('Q8IUC6', 'Q9UMX0')"
"('Q86X95', 'Q9UBG7')"
"('O75506', 'Q00613')"
"('Q8TD86', 'O60503')"
"('Q9P107', 'P17081')"
"('Q7Z6L1', 'P49368')"
"('Q7Z3B3', 'Q9Y2I6')"
"('P99999', 'P01889')"
"('Q8TDB6', 'O14933')"
"('P08047', 'Q5U623')"
"('A6NHL2', 'P68371')"
"('Q00005', 'P30154')"
"('P30480', 'O75694')"
"('P08670', 'P61981')"
"('P00403', 'P01889')"
"('Q7LBR1', 'Q9UN37')"
"('Q13765', 'P61011')"
"('O14497', 'O00716')"
"('P17676', 'P05231')"
"('P61586', 'P60763')"
"('P63104', 'Q13200')"
"('Q13131', 'Q13085')"
"('P78317', 'O14933')"
"('Q9Y3C7', 'O60244')"
"('Q9NX58', 'Q9UHA3')"
"('Q92914', 'P08581')"
"('Q9Y6E0', 'P30153')"
"('Q9Y5K5', 'P49720')"
"('Q06323', 'O43242')"
"('P25440', 'Q9H0E9')"
"('Q15843', 'P25963')"
"('Q16663', 'P49682')"
"('O14744', 'O15105')"
"('O95685', 'P06400')"
"('O43566', 'P20701')"
"('Q13310', 'Q8IYD1')"
"('O43318', 'Q15653')"
"('Q99759', 'P25685')"
"('Q9Y618', 'Q96T58')"
"('Q9Y243', 'P04049')"
"('Q96AH8', 'P68366')"
"('O00755', 'Q9UP38')"
"('Q15834', 'Q86SE5')"
"('O95163', 'Q99459')"
"('Q96ID5', 'Q9UGL9')"
"('A6NIT4', 'Q5VWK5')"
"('P31947', 'Q5EBL8')"
"('P98077', 'P62993')"
"('Q8NHL6', 'P29350')"
"('P04629', 'P16885')"
"('P35268', 'P49207')"
"('Q12905', 'P27348')"
"('Q3L8U1', 'A0JLT2')"
"('Q7RTN6', 'O43741')"
"('Q6PCE3', 'P41182')"
"('Q8NHW4', 'P46094')"
"('Q9BVA1', 'Q9Y4K3')"
"('O15169', 'P84022')"
"('P08581', 'P19174')"
"('Q5TC12', 'Q07812')"
"('P35240', 'Q12967')"
"('Q01094', 'P18859')"
"('Q9P2G9', 'Q9H6Y2')"
"('O00170', 'Q92985')"
"('Q14106', 'Q13310')"
"('Q9Y696', 'P15311')"
"('P05771', 'O14610')"
"('P98177', 'Q8IZQ8')"
"('Q9Y4Y9', 'Q9Y333')"
"('P08047', 'P10275')"
"('P35609', 'P22459')"
"('P20809', 'Q8IU57')"
"('P32121', 'P45984')"
"('Q16772', 'P18146')"
"('Q08881', 'Q13485')"
"('P07814', 'P26641')"
"('P02656', 'P02768')"
"('Q93062', 'Q01844')"
"('Q13573', 'P61964')"
"('Q9H2A7', 'P51679')"
"('P61254', 'P62829')"
"('Q96HF1', 'O75084')"
"('Q9Y294', 'Q96HA7')"
"('P05129', 'Q14957')"
"('P05412', 'Q01892')"
"('Q8TAP4', 'Q8N187')"
"('Q93062', 'Q9BX46')"
"('Q9UHF4', 'O60674')"
"('P62993', 'Q08211')"
"('Q07444', 'O43914')"
"('P63104', 'P25705')"
"('P11021', 'P25054')"
"('Q6ZMV9', 'Q92624')"
"('Q9H2E6', 'Q7Z6J0')"
"('Q10586', 'P05412')"
"('P62877', 'O15534')"
"('Q8IYD1', 'Q4VXU2')"
"('P19429', 'P45379')"
"('Q9HB63', 'Q6UY14')"
"('P61158', 'P61160')"
"('Q92831', 'Q15672')"
"('P19447', 'P18074')"
"('O14641', 'Q7Z7J5')"
"('O75081', 'Q06455')"
"('P55822', 'P07384')"
"('Q15797', 'Q14511')"
"('P22612', 'Q02750')"
"('P01106', 'P42166')"
"('P62942', 'Q02790')"
"('Q9HCT0', 'P10721')"
"('P14316', 'Q03001')"
"('Q01094', 'Q16875')"
"('O43889', 'P51610')"
"('Q9NRL3', 'O00755')"
"('Q9NWT6', 'O95271')"
"('Q86UR1', 'Q16539')"
"('P05129', 'Q15139')"
"('P28482', 'P14555')"
"('P14618', 'P18754')"
"('P07948', 'P42336')"
"('Q9HCU9', 'O15379')"
"('Q96R67', 'P38405')"
"('O75084', 'P09471')"
"('P08253', 'P29400')"
"('P46108', 'P15918')"
"('P41586', 'O14610')"
"('P22694', 'Q06432')"
"('Q0ZGT2', 'Q92832')"
"('Q96KK4', 'P38405')"
"('P01106', 'Q9BXR0')"
"('P47712', 'P08670')"
"('Q92918', 'P62993')"
"('Q05397', 'Q15654')"
"('Q96A49', 'P13637')"
"('P60709', 'Q01449')"
"('P10242', 'P18146')"
"('Q96KQ4', 'Q9H3D4')"
"('P17081', 'O96013')"
"('Q9NZL6', 'P11234')"
"('Q14197', 'Q9H9B4')"
"('P25054', 'P15036')"
"('P23527', 'Q8IUE6')"
"('P55157', 'Q9UJV9')"
"('Q8WWI1', 'Q8NBM4')"
"('Q99558', 'P62861')"
"('Q9Y572', 'P48643')"
"('Q86YV6', 'Q02045')"
"('P58340', 'P62258')"
"('Q9BZL6', 'Q9P2E9')"
"('Q8N7P3', 'A6NM45')"
"('O15105', 'O95625')"
"('Q13349', 'P36941')"
"('Q08211', 'P38159')"
"('O60675', 'Q9BYV9')"
"('P18146', 'Q7Z2X4')"
"('Q15645', 'Q8N720')"
"('Q16539', 'Q8IW41')"
"('P18146', 'Q14244')"
"('Q8IV36', 'Q96D15')"
"('P16220', 'Q9P0M9')"
"('O60869', 'P18846')"
"('Q00987', 'P68104')"
"('Q99684', 'P63279')"
"('P26010', 'Q13485')"
"('Q15654', 'Q8N2X6')"
"('Q9BQQ3', 'P55210')"
"('P25788', 'Q03014')"
"('O94761', 'Q9UNS1')"
"('P16383', 'P54253')"
"('Q9BTC8', 'O60341')"
"('Q13418', 'P20618')"
"('P01568', 'O60674')"
"('Q9Y4X0', 'Q9HCP0')"
"('Q9Y4A5', 'Q96RN5')"
"('P47898', 'P09471')"
"('P39687', 'Q66K89')"
"('P19438', 'P05023')"
"('O15198', 'P60981')"
"('P0CG48', 'P15976')"
"('Q96CS3', 'Q9UBV2')"
"('Q13042', 'P84022')"
"('P62249', 'P62854')"
"('P23508', 'Q9NRL3')"
"('P49918', 'Q09472')"
"('Q9H2G2', 'Q9NYQ7')"
"('P17947', 'P17213')"
"('P42677', 'Q9Y572')"
"('Q99459', 'O75529')"
"('P43403', 'P20963')"
"('P12931', 'P14317')"
"('P49207', 'P61513')"
"('P00519', 'Q13415')"
"('O43237', 'Q9BQE3')"
"('O94979', 'P53992')"
"('Q12889', 'O43374')"
"('P13569', 'Q12929')"
"('P62993', 'P18146')"
"('Q04206', 'Q3ZCQ8')"
"('P63104', 'Q9NXR1')"
"('P18077', 'P63173')"
"('P49407', 'P36575')"
"('P08134', 'Q13153')"
"('P68104', 'Q16363')"
"('Q32MK0', 'P14649')"
"('O95198', 'Q9P0U4')"
"('Q8NEM0', 'P51587')"
"('Q9P2Y4', 'Q07817')"
"('Q13625', 'P62140')"
"('Q8NEF3', 'Q96LR2')"
"('Q15173', 'P30154')"
"('P27348', 'Q32P44')"
"('P04792', 'P00533')"
"('P14770', 'P42338')"
"('Q13315', 'Q9GZR7')"
"('P62277', 'P62701')"
"('P56182', 'O95989')"
"('Q96PU8', 'P84101')"
"('A6NI73', 'P31994')"
"('P0C5Z0', 'Q96RL1')"
"('Q15365', 'P30504')"
"('Q14164', 'Q01105')"
"('P27930', 'P18510')"
"('P42574', 'P31751')"
"('Q13315', 'Q9C0C2')"
"('P05109', 'Q14690')"
"('P01106', 'Q96L91')"
"('Q08043', 'P63267')"
"('Q13227', 'P04637')"
"('P23527', 'Q99878')"
"('P62873', 'P27986')"
"('O94776', 'O14980')"
"('P48634', 'P54259')"
"('Q5JVS0', 'P09104')"
"('Q15287', 'Q9UQ88')"
"('Q6P597', 'P61981')"
"('Q9Y6K9', 'O14980')"
"('O00459', 'Q6PIZ9')"
"('P45983', 'Q8TEQ6')"
"('Q13409', 'P68371')"
"('Q99570', 'Q9Y243')"
"('Q9UBU8', 'P04637')"
"('Q99558', 'P53805')"
"('Q9H4A3', 'P19634')"
"('Q9HCU4', 'P46108')"
"('P09486', 'P43235')"
"('Q9UGI9', 'Q16877')"
"('Q9H324', 'P38936')"
"('P62136', 'Q13263')"
"('P30154', 'Q06190')"
"('P01106', 'P12814')"
"('P09651', 'Q9Y572')"
"('P27361', 'O75116')"
"('Q96P70', 'Q13573')"
"('O75821', 'Q99547')"
"('Q9C035', 'P61088')"
"('Q9UPZ6', 'O43150')"
"('P29274', 'P43490')"
"('O00422', 'Q09028')"
"('P13010', 'O43918')"
"('Q969H0', 'P98160')"
"('Q09013', 'P26678')"
"('P49716', 'O75970')"
"('P21802', 'P42566')"
"('Q09028', 'O94776')"
"('Q9HC24', 'Q8N766')"
"('Q12906', 'Q13573')"
"('Q99466', 'Q92585')"
"('P27448', 'P05060')"
"('P10721', 'Q6S5L8')"
"('P62837', 'Q9Y297')"
"('P02768', 'P10720')"
"('P78344', 'P43360')"
"('P05305', 'Q9NRR5')"
"('P23763', 'P32856')"
"('Q15276', 'O95259')"
"('P56537', 'P12268')"
"('P35226', 'O76075')"
"('Q9UM73', 'Q14573')"
"('Q08945', 'P0C0S5')"
"('P58546', 'Q6XUX3')"
"('P52434', 'P05423')"
"('P62633', 'O43390')"
"('A5PL33', 'P49840')"
"('O95967', 'Q8NEC5')"
"('Q9UBU8', 'Q9NPF5')"
"('P84103', 'P67809')"
"('Q13477', 'P13612')"
"('Q92901', 'Q02878')"
"('P60709', 'Q9H4G0')"
"('O60684', 'Q01433')"
"('P25963', 'P51617')"
"('Q8TEX9', 'A0JLT2')"
"('P01106', 'Q9H8X9')"
"('Q9BWH6', 'P60510')"
"('O75569', 'Q9Y3U8')"
"('Q13332', 'Q9P2H0')"
"('Q71U36', 'P10144')"
"('Q9NYJ8', 'P25942')"
"('O00257', 'Q14781')"
"('Q2NKX8', 'P35244')"
"('P19174', 'Q92832')"
"('A0JLT2', 'O14645')"
"('Q9P253', 'Q9NRW7')"
"('P11161', 'Q9Y3C7')"
"('Q6SZW1', 'Q9H3K2')"
"('P43403', 'P46108')"
"('P24522', 'P62879')"
"('O00161', 'O15127')"
"('P26441', 'Q16394')"
"('Q9NXK8', 'P36897')"
"('P30154', 'O00305')"
"('Q96CM4', 'Q13045')"
"('Q68CJ9', 'Q09472')"
"('P01871', 'Q9Y6K9')"
"('P48740', 'O00602')"
"('P14373', 'Q96SI1')"
"('P09884', 'Q14181')"
"('P17947', 'P15976')"
"('Q8IUQ4', 'Q13748')"
"('Q01094', 'Q14790')"
"('P61019', 'P41220')"
"('P02778', 'P46094')"
"('Q99741', 'Q13415')"
"('P04637', 'Q8TAQ2')"
"('P22301', 'Q01113')"
"('P40429', 'P62891')"
"('P10276', 'P09067')"
"('P18146', 'P15260')"
"('P51884', 'P61812')"
"('Q9Y6K9', 'Q9BVN2')"
"('P60900', 'P23508')"
"('P10415', 'Q8NEB9')"
"('P04350', 'Q9Y4K3')"
"('Q10587', 'Q10586')"
"('P07437', 'P68363')"
"('P02452', 'P26012')"
"('P19544', 'Q92997')"
"('O14818', 'P25786')"
"('P12270', 'Q5SRE5')"
"('P0CG47', 'Q9Y6K9')"
"('Q5VTD9', 'Q96EP0')"
"('Q99683', 'Q9Y2U5')"
"('P12259', 'P00742')"
"('P57059', 'P36897')"
"('Q9HAV7', 'Q14197')"
"('Q9Y2T4', 'Q06432')"
"('P63267', 'P26232')"
"('P03372', 'O15111')"
"('Q8NGZ3', 'P38405')"
"('P25398', 'Q99558')"
"('O95182', 'Q9Y478')"
"('P36897', 'Q9NWN3')"
"('P35626', 'Q8NGE9')"
"('P16619', 'O00574')"
"('P63165', 'Q13485')"
"('Q15139', 'O60602')"
"('Q15139', 'Q8TAA9')"
"('Q8NCW0', 'O94907')"
"('P08138', 'Q9HBG4')"
"('P67775', 'P40227')"
"('Q14155', 'P15153')"
"('P06493', 'P17302')"
"('O60739', 'P51149')"
"('P28749', 'Q13574')"
"('P42345', 'P49841')"
