negatives
"frozenset({'Q9ULK4', 'Q8IYB3', 'IL2'})"
"frozenset({'P04637', 'Q15013', 'IL2'})"
"frozenset({'Q8IY63', 'P35240', 'IL2'})"
"frozenset({'P40222', 'Q9NUQ3', 'IL2'})"
"frozenset({'Q2M1Z3', 'Q15811', 'IL2'})"
"frozenset({'P12830', 'IL2', 'Q03135'})"
"frozenset({'P55036', 'P17302', 'IL2'})"
"frozenset({'Q02363', 'P19419', 'IL2'})"
"frozenset({'O75179', 'P05412', 'IL2'})"
"frozenset({'Q9P0N5', 'P42166', 'IL2'})"
"frozenset({'Q8IX12', 'IL2', 'Q13643'})"
"frozenset({'O15550', 'Q9UBL3', 'IL2'})"
"frozenset({'Q86U42', 'P15172', 'IL2'})"
"frozenset({'P11021', 'IL2', 'P01889'})"
"frozenset({'Q9UL42', 'P17538', 'IL2'})"
"frozenset({'Q14999', 'IL2', 'Q15717'})"
"frozenset({'Q13618', 'P38919', 'IL2'})"
"frozenset({'Q9UQ16', 'Q9ULT8', 'IL2'})"
"frozenset({'Q63HR2', 'Q9NRY6', 'IL2'})"
"frozenset({'Q9HAC8', 'Q96HT8', 'IL2'})"
"frozenset({'A0AVT1', 'P51114', 'IL2'})"
"frozenset({'P67870', 'Q14353', 'IL2'})"
"frozenset({'Q155Q3', 'Q96EM0', 'IL2'})"
"frozenset({'Q6V0I7', 'IL2', 'P34925'})"
"frozenset({'Q99459', 'Q96P11', 'IL2'})"
"frozenset({'P27105', 'P09661', 'IL2'})"
"frozenset({'P48039', 'IL2', 'Q6ZW49'})"
"frozenset({'P09104', 'C9JRZ8', 'IL2'})"
"frozenset({'Q9Y6K9', 'Q16643', 'IL2'})"
"frozenset({'P01106', 'Q9Y618', 'IL2'})"
"frozenset({'Q15742', 'P54646', 'IL2'})"
"frozenset({'P10809', 'Q9NWU2', 'IL2'})"
"frozenset({'Q08E93', 'Q99750', 'IL2'})"
"frozenset({'Q5JTC6', 'P18146', 'IL2'})"
"frozenset({'Q13315', 'Q15652', 'IL2'})"
"frozenset({'P01730', 'P60033', 'IL2'})"
"frozenset({'P05067', 'P29084', 'IL2'})"
"frozenset({'Q92620', 'Q8N128', 'IL2'})"
"frozenset({'P32121', 'Q9H205', 'IL2'})"
"frozenset({'O95967', 'IL2', 'Q8TBB1'})"
"frozenset({'Q15274', 'O43432', 'IL2'})"
"frozenset({'O43639', 'Q9H9H4', 'IL2'})"
"frozenset({'O00329', 'Q15118', 'IL2'})"
"frozenset({'O95182', 'Q9BQ15', 'IL2'})"
"frozenset({'O95967', 'O15162', 'IL2'})"
"frozenset({'Q66GS9', 'IL2', 'Q15025'})"
"frozenset({'Q6ZRP7', 'IL2', 'Q9NRD5'})"
"frozenset({'P27348', 'P31327', 'IL2'})"
"frozenset({'O94888', 'Q9H3F6', 'IL2'})"
"frozenset({'P67870', 'P55010', 'IL2'})"
"frozenset({'P24941', 'Q69YQ0', 'IL2'})"
"frozenset({'Q12874', 'Q9HCS7', 'IL2'})"
"frozenset({'O75031', 'IL2', 'B2RXF5'})"
"frozenset({'Q96EP5', 'P40926', 'IL2'})"
"frozenset({'Q9Y2Z0', 'IL2', 'O75874'})"
"frozenset({'P10398', 'Q07890', 'IL2'})"
"frozenset({'P16220', 'O14921', 'IL2'})"
"frozenset({'Q12931', 'Q9NVH1', 'IL2'})"
"frozenset({'Q9Y230', 'P34931', 'IL2'})"
"frozenset({'O00571', 'Q9Y262', 'IL2'})"
"frozenset({'Q96NL6', 'P00966', 'IL2'})"
"frozenset({'P15976', 'IL2', 'P12755'})"
"frozenset({'P42345', 'P55884', 'IL2'})"
"frozenset({'Q9Y6K9', 'IL2', 'P15941'})"
"frozenset({'IL2', 'Q8N6F1', 'O95471'})"
"frozenset({'O14980', 'Q9NP61', 'IL2'})"
"frozenset({'Q92621', 'Q16666', 'IL2'})"
"frozenset({'Q9NYK6', 'P61218', 'IL2'})"
"frozenset({'P11021', 'Q13620', 'IL2'})"
"frozenset({'Q9Y623', 'P62633', 'IL2'})"
"frozenset({'Q9H9F9', 'P25490', 'IL2'})"
"frozenset({'P35247', 'P81534', 'IL2'})"
"frozenset({'P12270', 'P49959', 'IL2'})"
"frozenset({'P49736', 'Q9H857', 'IL2'})"
"frozenset({'Q5VZQ5', 'Q14653', 'IL2'})"
"frozenset({'Q9GZU0', 'IL2', 'Q15717'})"
"frozenset({'P61163', 'Q15691', 'IL2'})"
"frozenset({'P02775', 'Q9NWF9', 'IL2'})"
"frozenset({'O60437', 'Q9HCK0', 'IL2'})"
"frozenset({'O95182', 'P03901', 'IL2'})"
"frozenset({'P38398', 'Q96SD1', 'IL2'})"
"frozenset({'Q16625', 'O15551', 'IL2'})"
"frozenset({'Q7Z7F7', 'Q13084', 'IL2'})"
"frozenset({'Q7Z6Z7', 'O95994', 'IL2'})"
"frozenset({'Q02790', 'P63104', 'IL2'})"
"frozenset({'P11171', 'IL2', 'P30084'})"
"frozenset({'Q9UIS9', 'Q99661', 'IL2'})"
"frozenset({'P29401', 'P37802', 'IL2'})"
"frozenset({'P15927', 'P19388', 'IL2'})"
"frozenset({'Q86Y39', 'O43674', 'IL2'})"
"frozenset({'O00139', 'P10242', 'IL2'})"
"frozenset({'Q96ER3', 'IL2', 'Q9Y275'})"
"frozenset({'O95751', 'P05783', 'IL2'})"
"frozenset({'P54619', 'IL2', 'Q07820'})"
"frozenset({'Q13242', 'P78362', 'IL2'})"
"frozenset({'Q92997', 'IL2', 'Q3V6T2'})"
"frozenset({'Q14457', 'Q9H714', 'IL2'})"
"frozenset({'P12830', 'P02511', 'IL2'})"
"frozenset({'P10599', 'Q96GG9', 'IL2'})"
"frozenset({'Q9UK58', 'Q9BU76', 'IL2'})"
"frozenset({'O43683', 'Q9HBM1', 'IL2'})"
"frozenset({'P30508', 'IL2', 'Q8N1L9'})"
"frozenset({'P07306', 'O43504', 'IL2'})"
"frozenset({'P27694', 'P04406', 'IL2'})"
"frozenset({'O14776', 'Q01860', 'IL2'})"
"frozenset({'Q9UHR5', 'P49841', 'IL2'})"
"frozenset({'O94854', 'IL2', 'Q9UBU9'})"
"frozenset({'Q7L0Q8', 'P10071', 'IL2'})"
"frozenset({'Q9C0B0', 'A0MZ66', 'IL2'})"
"frozenset({'P21333', 'P16144', 'IL2'})"
"frozenset({'P07996', 'IL2', 'P08567'})"
"frozenset({'O00221', 'P63208', 'IL2'})"
"frozenset({'Q9H244', 'O75915', 'IL2'})"
"frozenset({'P16581', 'IL2', 'P06731'})"
"frozenset({'P12235', 'Q92905', 'IL2'})"
"frozenset({'Q5VWK5', 'P09919', 'IL2'})"
"frozenset({'P08579', 'Q13435', 'IL2'})"
"frozenset({'Q14790', 'Q9BX66', 'IL2'})"
"frozenset({'Q9Y5B9', 'Q96GD4', 'IL2'})"
"frozenset({'Q9NVX2', 'Q86U38', 'IL2'})"
"frozenset({'P04150', 'IL2', 'P51671'})"
"frozenset({'Q01974', 'IL2', 'P86496'})"
"frozenset({'O95644', 'Q9Y4A5', 'IL2'})"
"frozenset({'O95613', 'P12235', 'IL2'})"
"frozenset({'P63261', 'Q9BR76', 'IL2'})"
"frozenset({'Q02641', 'Q969Q6', 'IL2'})"
"frozenset({'P50222', 'P28566', 'IL2'})"
"frozenset({'P62070', 'P27361', 'IL2'})"
"frozenset({'Q9HAU0', 'Q86X19', 'IL2'})"
"frozenset({'Q9H0M0', 'P07900', 'IL2'})"
"frozenset({'IL2', 'P46013', 'P00519'})"
"frozenset({'Q8N5S1', 'P29317', 'IL2'})"
"frozenset({'Q5MJ10', 'Q9NVV9', 'IL2'})"
"frozenset({'Q9Y2W7', 'Q9NZV8', 'IL2'})"
"frozenset({'P39656', 'Q9H0R8', 'IL2'})"
"frozenset({'Q9Y4Y9', 'P62310', 'IL2'})"
"frozenset({'IL2', 'Q00839', 'O75554'})"
"frozenset({'Q8IZP1', 'Q9NZ52', 'IL2'})"
"frozenset({'IL2', 'Q00325', 'Q9H0W5'})"
"frozenset({'Q9UBI6', 'Q00722', 'IL2'})"
"frozenset({'Q6WCQ1', 'IL2', 'P31689'})"
"frozenset({'P31276', 'Q06330', 'IL2'})"
"frozenset({'P52306', 'O60547', 'IL2'})"
"frozenset({'P63218', 'Q8N5S1', 'IL2'})"
"frozenset({'IL2', 'P63027', 'O75396'})"
"frozenset({'Q15022', 'Q96EB6', 'IL2'})"
"frozenset({'Q02779', 'IL2', 'Q9Y496'})"
"frozenset({'IL2', 'P34947', 'Q9UKV3'})"
"frozenset({'Q06609', 'O75417', 'IL2'})"
"frozenset({'P12931', 'Q92882', 'IL2'})"
"frozenset({'P62899', 'IL2', 'P62993'})"
"frozenset({'O00410', 'P04629', 'IL2'})"
"frozenset({'Q13838', 'IL2', 'Q9NRL3'})"
"frozenset({'Q9UQF2', 'P04626', 'IL2'})"
"frozenset({'Q9UM73', 'Q12913', 'IL2'})"
"frozenset({'P49368', 'Q99759', 'IL2'})"
"frozenset({'P38398', 'IL2', 'Q9H4M3'})"
"frozenset({'Q9HCK8', 'Q5JU00', 'IL2'})"
"frozenset({'P62191', 'IL2', 'Q13772'})"
"frozenset({'Q6PEY2', 'Q8N4U5', 'IL2'})"
"frozenset({'Q6UB98', 'P06241', 'IL2'})"
"frozenset({'P23508', 'P37802', 'IL2'})"
"frozenset({'Q9BX46', 'Q13835', 'IL2'})"
"frozenset({'P46094', 'P10145', 'IL2'})"
"frozenset({'Q13618', 'P61978', 'IL2'})"
"frozenset({'Q92560', 'Q13330', 'IL2'})"
"frozenset({'Q7Z3J3', 'IL2', 'P06493'})"
"frozenset({'Q96HL8', 'IL2', 'P14136'})"
"frozenset({'Q5BJF6', 'IL2', 'Q6ZRV2'})"
"frozenset({'P18206', 'P30101', 'IL2'})"
"frozenset({'Q96S53', 'O43166', 'IL2'})"
"frozenset({'P05113', 'P78552', 'IL2'})"
"frozenset({'Q9UFD9', 'Q02930', 'IL2'})"
"frozenset({'Q9UIW0', 'IL2', 'P78424'})"
"frozenset({'Q8IWL3', 'IL2', 'O75600'})"
"frozenset({'P09471', 'O60262', 'IL2'})"
"frozenset({'P19784', 'Q14166', 'IL2'})"
"frozenset({'P17252', 'Q08462', 'IL2'})"
"frozenset({'P52798', 'P35916', 'IL2'})"
"frozenset({'Q96BY9', 'Q9GZP9', 'IL2'})"
"frozenset({'Q0VD86', 'Q7Z6R9', 'IL2'})"
"frozenset({'P09936', 'P83916', 'IL2'})"
"frozenset({'Q969V3', 'Q9NRX5', 'IL2'})"
"frozenset({'P06576', 'O60512', 'IL2'})"
"frozenset({'P49848', 'O00268', 'IL2'})"
"frozenset({'Q9NZI6', 'Q00987', 'IL2'})"
"frozenset({'Q969G5', 'Q9UBB9', 'IL2'})"
"frozenset({'P38398', 'Q8IYX8', 'IL2'})"
"frozenset({'P15559', 'Q9NQ39', 'IL2'})"
"frozenset({'P14416', 'P63218', 'IL2'})"
"frozenset({'Q7L2J0', 'P61978', 'IL2'})"
"frozenset({'P38398', 'Q9Y230', 'IL2'})"
"frozenset({'Q7Z3Y8', 'Q86VS8', 'IL2'})"
"frozenset({'Q9Y2X8', 'IL2', 'Q8IUQ4'})"
"frozenset({'Q9NV31', 'IL2', 'Q9NZQ3'})"
"frozenset({'P28482', 'P08047', 'IL2'})"
"frozenset({'P63162', 'Q15369', 'IL2'})"
"frozenset({'Q8NEC7', 'IL2', 'Q8IZW8'})"
"frozenset({'P01112', 'P30304', 'IL2'})"
"frozenset({'Q96A84', 'Q99459', 'IL2'})"
"frozenset({'P00533', 'IL2', 'P17174'})"
"frozenset({'Q8N5V2', 'IL2', 'Q15375'})"
"frozenset({'Q9NY12', 'Q14694', 'IL2'})"
"frozenset({'O15067', 'IL2', 'Q5R3I4'})"
"frozenset({'O75937', 'P26599', 'IL2'})"
"frozenset({'P60468', 'IL2', 'Q9UIF7'})"
"frozenset({'Q15366', 'P13612', 'IL2'})"
"frozenset({'Q6IQ23', 'IL2', 'Q15717'})"
"frozenset({'P62136', 'P54284', 'IL2'})"
"frozenset({'Q86V81', 'Q6N069', 'IL2'})"
"frozenset({'Q9NQB0', 'P25788', 'IL2'})"
"frozenset({'O75530', 'P49761', 'IL2'})"
"frozenset({'P30876', 'IL2', 'P13984'})"
"frozenset({'Q9Y316', 'IL2', 'P28300'})"
"frozenset({'P00533', 'Q9BRX2', 'IL2'})"
"frozenset({'Q8N6G5', 'Q8TDX6', 'IL2'})"
"frozenset({'Q13011', 'IL2', 'Q86XE5'})"
"frozenset({'P34969', 'P62873', 'IL2'})"
"frozenset({'Q92925', 'P18031', 'IL2'})"
"frozenset({'Q5S007', 'P62888', 'IL2'})"
"frozenset({'O75530', 'O60264', 'IL2'})"
"frozenset({'Q93034', 'Q13098', 'IL2'})"
"frozenset({'Q14790', 'Q13568', 'IL2'})"
"frozenset({'O14530', 'Q9UPM9', 'IL2'})"
"frozenset({'P04637', 'Q9BQD7', 'IL2'})"
"frozenset({'Q15311', 'IL2', 'P24928'})"
"frozenset({'P27694', 'Q92879', 'IL2'})"
"frozenset({'Q16543', 'O14744', 'IL2'})"
"frozenset({'Q9H840', 'Q8WXD5', 'IL2'})"
"frozenset({'P04637', 'Q93009', 'IL2'})"
"frozenset({'Q8WWV3', 'Q6P1Q0', 'IL2'})"
"frozenset({'Q06210', 'P49589', 'IL2'})"
"frozenset({'IL2', 'Q9UQC2', 'P61981'})"
"frozenset({'Q13094', 'IL2', 'P06239'})"
"frozenset({'Q92769', 'P31270', 'IL2'})"
"frozenset({'Q9C0B0', 'P67809', 'IL2'})"
"frozenset({'IL2', 'Q9ULV4', 'P62745'})"
"frozenset({'IL2', 'P49792', 'Q9P0U3'})"
"frozenset({'P06239', 'P17612', 'IL2'})"
"frozenset({'Q96S44', 'Q9BTE6', 'IL2'})"
"frozenset({'Q9Y5W3', 'IL2', 'Q15717'})"
"frozenset({'O75815', 'IL2', 'P56945'})"
"frozenset({'Q96BW5', 'Q9NW97', 'IL2'})"
"frozenset({'P62191', 'P60896', 'IL2'})"
"frozenset({'IL2', 'P31943', 'Q9NXZ2'})"
"frozenset({'P63104', 'P55072', 'IL2'})"
"frozenset({'Q49A88', 'Q53EZ4', 'IL2'})"
"frozenset({'Q04917', 'P30307', 'IL2'})"
"frozenset({'Q9BQY4', 'IL2', 'Q8NAJ2'})"
"frozenset({'P20671', 'P61326', 'IL2'})"
"frozenset({'Q12769', 'O75317', 'IL2'})"
"frozenset({'O00591', 'O95166', 'IL2'})"
"frozenset({'Q96CQ1', 'P21246', 'IL2'})"
"frozenset({'P09619', 'Q5T749', 'IL2'})"
"frozenset({'P36873', 'P40429', 'IL2'})"
"frozenset({'P07900', 'IL2', 'Q15418'})"
"frozenset({'Q8IWF7', 'Q9BQY4', 'IL2'})"
"frozenset({'P62979', 'IL2', 'Q16891'})"
"frozenset({'Q8WYR1', 'Q9P2W3', 'IL2'})"
"frozenset({'Q16665', 'IL2', 'P04075'})"
"frozenset({'IL2', 'P13929', 'P04075'})"
"frozenset({'O15155', 'O95249', 'IL2'})"
"frozenset({'Q8N5Y8', 'IL2', 'Q9P0K7'})"
"frozenset({'Q9H9B1', 'Q92833', 'IL2'})"
"frozenset({'O00571', 'P11940', 'IL2'})"
"frozenset({'O15164', 'P49286', 'IL2'})"
"frozenset({'Q9BYU1', 'IL2', 'Q9NRD5'})"
"frozenset({'Q9Y2V7', 'Q9NZD8', 'IL2'})"
"frozenset({'Q6P3X3', 'P33240', 'IL2'})"
"frozenset({'P23771', 'O00421', 'IL2'})"
"frozenset({'P22681', 'P29317', 'IL2'})"
"frozenset({'P52757', 'P08134', 'IL2'})"
"frozenset({'O14746', 'Q9UPR3', 'IL2'})"
"frozenset({'P04899', 'IL2', 'P09769'})"
"frozenset({'P16452', 'IL2', 'Q13813'})"
"frozenset({'Q07869', 'Q9Y618', 'IL2'})"
"frozenset({'O95900', 'Q5JRX3', 'IL2'})"
"frozenset({'Q5T751', 'P61970', 'IL2'})"
"frozenset({'Q5TA82', 'Q701N4', 'IL2'})"
"frozenset({'P09471', 'IL2', 'Q9H228'})"
"frozenset({'Q9NX14', 'IL2', 'P51148'})"
"frozenset({'Q14203', 'IL2', 'P06493'})"
"frozenset({'P62424', 'IL2', 'Q92901'})"
"frozenset({'P31749', 'Q00987', 'IL2'})"
"frozenset({'Q14974', 'Q9BQE4', 'IL2'})"
"frozenset({'Q96CW1', 'P46940', 'IL2'})"
"frozenset({'Q13555', 'Q86YW0', 'IL2'})"
"frozenset({'P32969', 'Q96MF2', 'IL2'})"
"frozenset({'P13196', 'Q6P1J9', 'IL2'})"
"frozenset({'Q8IUC2', 'O95935', 'IL2'})"
"frozenset({'P30153', 'Q15628', 'IL2'})"
"frozenset({'Q6PI98', 'Q53TQ3', 'IL2'})"
"frozenset({'Q8TE76', 'IL2', 'P34897'})"
"frozenset({'P04150', 'P49715', 'IL2'})"
"frozenset({'Q9Y6N9', 'IL2', 'Q9H251'})"
"frozenset({'Q9P2J5', 'P56192', 'IL2'})"
"frozenset({'P50542', 'P35346', 'IL2'})"
"frozenset({'Q16854', 'Q13491', 'IL2'})"
"frozenset({'P05000', 'Q14626', 'IL2'})"
"frozenset({'Q96JQ2', 'P12830', 'IL2'})"
"frozenset({'Q00978', 'IL2', 'Q92985'})"
"frozenset({'Q9HAU0', 'IL2', 'Q8N0Z3'})"
"frozenset({'Q6P5Z2', 'Q00839', 'IL2'})"
"frozenset({'P05556', 'P26006', 'IL2'})"
"frozenset({'Q96CS3', 'IL2', 'Q92995'})"
"frozenset({'P01106', 'IL2', 'Q13137'})"
"frozenset({'Q92540', 'IL2', 'Q8IW35'})"
"frozenset({'P25054', 'Q8TD06', 'IL2'})"
"frozenset({'Q99853', 'O96008', 'IL2'})"
"frozenset({'IL2', 'P17535', 'P20809'})"
"frozenset({'Q6IQ23', 'Q08AD1', 'IL2'})"
"frozenset({'Q9C0C9', 'Q9BUZ4', 'IL2'})"
"frozenset({'Q8NC51', 'IL2', 'P30480'})"
"frozenset({'IL2', 'O14964', 'Q96GC9'})"
"frozenset({'P26038', 'IL2', 'Q86UF1'})"
"frozenset({'P49916', 'IL2', 'P18887'})"
"frozenset({'IL2', 'Q9NR09', 'Q9BSG5'})"
"frozenset({'P53680', 'O43747', 'IL2'})"
"frozenset({'P63010', 'Q2TAY7', 'IL2'})"
"frozenset({'O95782', 'O95342', 'IL2'})"
"frozenset({'Q9H8W4', 'P26045', 'IL2'})"
"frozenset({'Q15323', 'Q9Y2H1', 'IL2'})"
"frozenset({'P08581', 'IL2', 'Q07889'})"
"frozenset({'P61218', 'Q96MC6', 'IL2'})"
"frozenset({'IL2', 'Q99784', 'Q12797'})"
"frozenset({'Q7Z434', 'O43353', 'IL2'})"
"frozenset({'P48051', 'IL2', 'P63096'})"
"frozenset({'P05386', 'IL2', 'Q14152'})"
"frozenset({'Q02790', 'Q9HB71', 'IL2'})"
"frozenset({'O60216', 'P00403', 'IL2'})"
"frozenset({'P21283', 'Q9NP79', 'IL2'})"
"frozenset({'Q9H0S4', 'O60260', 'IL2'})"
"frozenset({'P62263', 'O95166', 'IL2'})"
"frozenset({'P22392', 'P04181', 'IL2'})"
"frozenset({'Q13043', 'IL2', 'Q5VSL9'})"
"frozenset({'Q6UW68', 'O75208', 'IL2'})"
"frozenset({'Q969U6', 'P49815', 'IL2'})"
"frozenset({'IL2', 'O43318', 'O75604'})"
"frozenset({'P61952', 'O00329', 'IL2'})"
"frozenset({'IL2', 'Q9Y287', 'Q75T13'})"
"frozenset({'P32121', 'Q15619', 'IL2'})"
"frozenset({'Q7Z698', 'IL2', 'Q99750'})"
"frozenset({'P45880', 'IL2', 'P33527'})"
"frozenset({'P42677', 'IL2', 'P23396'})"
"frozenset({'IL2', 'P56915', 'O75420'})"
"frozenset({'O14498', 'P34059', 'IL2'})"
"frozenset({'Q9NY93', 'Q9BZE4', 'IL2'})"
"frozenset({'Q3BBV0', 'IL2', 'O60341'})"
"frozenset({'Q96GM1', 'Q9UKB3', 'IL2'})"
"frozenset({'Q9NRF2', 'P00533', 'IL2'})"
"frozenset({'P13612', 'P08559', 'IL2'})"
"frozenset({'O43765', 'O14654', 'IL2'})"
"frozenset({'P57059', 'Q53ET0', 'IL2'})"
"frozenset({'Q8N4C6', 'Q6F5E8', 'IL2'})"
"frozenset({'Q05048', 'O43809', 'IL2'})"
"frozenset({'P25024', 'P80098', 'IL2'})"
"frozenset({'Q99496', 'IL2', 'O14734'})"
"frozenset({'Q8IUC6', 'Q9NWF9', 'IL2'})"
"frozenset({'Q7Z3B3', 'Q9NV70', 'IL2'})"
"frozenset({'Q5SXH7', 'IL2', 'Q9BUL8'})"
"frozenset({'Q9BX97', 'Q9H6R6', 'IL2'})"
"frozenset({'Q9P1U0', 'IL2', 'P54278'})"
"frozenset({'O14980', 'Q9H6S3', 'IL2'})"
"frozenset({'O75928', 'IL2', 'O96006'})"
"frozenset({'Q15527', 'O94992', 'IL2'})"
"frozenset({'P38398', 'O15514', 'IL2'})"
"frozenset({'Q5SW79', 'IL2', 'Q6P1N0'})"
"frozenset({'Q05655', 'IL2', 'Q4KWH8'})"
"frozenset({'P17252', 'IL2', 'P41091'})"
"frozenset({'Q96MX6', 'Q6VAB6', 'IL2'})"
"frozenset({'Q9Y239', 'O43353', 'IL2'})"
"frozenset({'P07384', 'P00966', 'IL2'})"
"frozenset({'P24588', 'P31323', 'IL2'})"
"frozenset({'P35228', 'Q2TB90', 'IL2'})"
"frozenset({'P05067', 'IL2', 'Q99612'})"
"frozenset({'P19838', 'Q86X83', 'IL2'})"
"frozenset({'Q9UNE7', 'IL2', 'O00487'})"
"frozenset({'O94875', 'P31751', 'IL2'})"
"frozenset({'O95229', 'Q2TB18', 'IL2'})"
"frozenset({'P16104', 'IL2', 'O95619'})"
"frozenset({'Q96DV4', 'IL2', 'Q9NX20'})"
"frozenset({'P35712', 'Q9BS16', 'IL2'})"
"frozenset({'Q96T76', 'O95782', 'IL2'})"
"frozenset({'P48544', 'P62879', 'IL2'})"
"frozenset({'P35269', 'Q15459', 'IL2'})"
"frozenset({'P14854', 'O75436', 'IL2'})"
"frozenset({'P78371', 'Q6P3X3', 'IL2'})"
"frozenset({'Q9Y3A4', 'IL2', 'Q99496'})"
"frozenset({'Q2QGD7', 'Q16637', 'IL2'})"
"frozenset({'Q12888', 'IL2', 'P53999'})"
"frozenset({'IL2', 'Q13635', 'Q8TE99'})"
"frozenset({'O95816', 'P19338', 'IL2'})"
"frozenset({'Q96IW7', 'Q9NR28', 'IL2'})"
"frozenset({'P09001', 'Q9P015', 'IL2'})"
"frozenset({'P35626', 'Q8N349', 'IL2'})"
"frozenset({'Q9Y6G3', 'Q00839', 'IL2'})"
"frozenset({'P08047', 'P56645', 'IL2'})"
"frozenset({'Q5VIR6', 'Q9BZD4', 'IL2'})"
"frozenset({'Q16363', 'IL2', 'Q6VMQ6'})"
"frozenset({'Q9ULD6', 'P43686', 'IL2'})"
"frozenset({'Q6RVD6', 'IL2', 'Q9BYQ4'})"
"frozenset({'P27694', 'Q92878', 'IL2'})"
"frozenset({'P26006', 'O75369', 'IL2'})"
"frozenset({'Q5TD97', 'Q9H9D4', 'IL2'})"
"frozenset({'O95251', 'IL2', 'P42167'})"
"frozenset({'Q92830', 'Q16695', 'IL2'})"
"frozenset({'P63000', 'Q02779', 'IL2'})"
"frozenset({'O75438', 'IL2', 'Q8IWL3'})"
"frozenset({'O75694', 'IL2', 'P01889'})"
"frozenset({'O43187', 'Q6SZW1', 'IL2'})"
"frozenset({'Q8IUH5', 'IL2', 'Q7Z403'})"
"frozenset({'Q6P4Q7', 'Q13635', 'IL2'})"
"frozenset({'Q07817', 'Q9UKT9', 'IL2'})"
"frozenset({'P83731', 'P42766', 'IL2'})"
"frozenset({'P00533', 'IL2', 'P62993'})"
"frozenset({'Q5T5X7', 'Q8NDC4', 'IL2'})"
"frozenset({'Q14151', 'P03372', 'IL2'})"
"frozenset({'Q9BZJ0', 'P38919', 'IL2'})"
"frozenset({'P26368', 'P51991', 'IL2'})"
"frozenset({'P63167', 'IL2', 'P01889'})"
"frozenset({'Q9UGI0', 'O43815', 'IL2'})"
"frozenset({'P12235', 'P21796', 'IL2'})"
"frozenset({'Q9UKT9', 'Q5T7W7', 'IL2'})"
"frozenset({'P42858', 'P04406', 'IL2'})"
"frozenset({'Q96H20', 'O14929', 'IL2'})"
"frozenset({'Q9BZF1', 'Q12800', 'IL2'})"
"frozenset({'P05412', 'IL2', 'Q9NRL3'})"
"frozenset({'P00533', 'IL2', 'O00443'})"
"frozenset({'Q13114', 'Q9UKD1', 'IL2'})"
"frozenset({'Q9HBH9', 'Q7L804', 'IL2'})"
"frozenset({'P63218', 'P42338', 'IL2'})"
"frozenset({'P27695', 'P33991', 'IL2'})"
"frozenset({'Q9UBN7', 'Q9ULW3', 'IL2'})"
"frozenset({'Q9NRD1', 'IL2', 'Q8NBQ5'})"
"frozenset({'Q96N46', 'Q70Z53', 'IL2'})"
"frozenset({'P29353', 'P07437', 'IL2'})"
"frozenset({'Q9BYR9', 'Q6L8G4', 'IL2'})"
"frozenset({'Q92956', 'Q9HC36', 'IL2'})"
"frozenset({'P33778', 'P07954', 'IL2'})"
"frozenset({'Q6P597', 'P62258', 'IL2'})"
"frozenset({'Q9NWX5', 'Q9NQW7', 'IL2'})"
"frozenset({'IL2', 'O14733', 'Q15750'})"
"frozenset({'Q16778', 'IL2', 'O15047'})"
"frozenset({'Q9NR22', 'Q99873', 'IL2'})"
"frozenset({'P11021', 'Q9NRZ9', 'IL2'})"
"frozenset({'P30518', 'P55072', 'IL2'})"
"frozenset({'P19022', 'Q92793', 'IL2'})"
"frozenset({'P29474', 'P16885', 'IL2'})"
"frozenset({'Q8N5M4', 'Q8N4V1', 'IL2'})"
"frozenset({'Q16539', 'P45983', 'IL2'})"
"frozenset({'O95429', 'P07900', 'IL2'})"
"frozenset({'P04629', 'P14868', 'IL2'})"
"frozenset({'Q99962', 'Q7L190', 'IL2'})"
"frozenset({'Q9UMY4', 'IL2', 'Q13526'})"
"frozenset({'P49840', 'P17612', 'IL2'})"
"frozenset({'Q5TCM9', 'IL2', 'Q9BYR8'})"
"frozenset({'IL2', 'Q9UI95', 'O96006'})"
"frozenset({'P28222', 'P62879', 'IL2'})"
"frozenset({'O75147', 'P26599', 'IL2'})"
"frozenset({'P60520', 'P19388', 'IL2'})"
"frozenset({'Q9Y266', 'Q2WGJ6', 'IL2'})"
"frozenset({'Q9UBQ7', 'IL2', 'Q9UBQ0'})"
"frozenset({'Q9P209', 'Q9NVX0', 'IL2'})"
"frozenset({'P50222', 'Q9NRW1', 'IL2'})"
"frozenset({'Q9H1H9', 'Q9H4L7', 'IL2'})"
"frozenset({'O95837', 'P28223', 'IL2'})"
"frozenset({'Q9BQ89', 'IL2', 'P62993'})"
"frozenset({'Q9H492', 'IL2', 'P14618'})"
"frozenset({'P25786', 'Q86TM6', 'IL2'})"
"frozenset({'Q8NDT2', 'P60896', 'IL2'})"
"frozenset({'Q8NH61', 'Q9P2W3', 'IL2'})"
"frozenset({'Q13616', 'Q9Y4A5', 'IL2'})"
"frozenset({'Q9NVH2', 'Q9HBV2', 'IL2'})"
"frozenset({'Q9P286', 'Q8WUK0', 'IL2'})"
"frozenset({'Q7Z4N2', 'Q01860', 'IL2'})"
"frozenset({'O15264', 'P45985', 'IL2'})"
"frozenset({'P54253', 'Q15800', 'IL2'})"
"frozenset({'Q8TDY2', 'Q12933', 'IL2'})"
"frozenset({'IL2', 'Q99873', 'Q9UJ78'})"
"frozenset({'P29350', 'IL2', 'P15260'})"
"frozenset({'P05412', 'O95251', 'IL2'})"
"frozenset({'P15927', 'P61247', 'IL2'})"
