negatives
"('P07355', 'O75815')"
"('P62837', 'Q06587')"
"('P52926', 'Q13315')"
"('Q9Y6W5', 'Q9P2A4')"
"('P35354', 'P49716')"
"('P43364', 'Q13490')"
"('P43405', 'P00533')"
"('P35754', 'Q99683')"
"('Q9H4K1', 'Q9NSU2')"
"('Q9Y376', 'Q06609')"
"('Q99623', 'Q9UHI6')"
"('Q96KQ7', 'Q66K89')"
"('P06241', 'Q01362')"
"('P28482', 'Q05209')"
"('P04637', 'O95997')"
"('Q13237', 'Q9UN42')"
"('Q9UM73', 'Q13574')"
"('P62495', 'Q13573')"
"('P35609', 'P12694')"
"('Q15788', 'P43699')"
"('Q96EY1', 'P08107')"
"('O43353', 'P04179')"
"('P00403', 'P30480')"
"('P16401', 'P07288')"
"('Q8NI35', 'Q8N7P3')"
"('P63104', 'Q9Y343')"
"('Q9BX70', 'Q7L190')"
"('P55000', 'Q00987')"
"('Q93062', 'Q96PU8')"
"('Q15834', 'Q9BT49')"
"('Q86XR7', 'Q99836')"
"('P12111', 'P18084')"
"('P01106', 'Q9H9B1')"
"('Q9BUZ4', 'P35579')"
"('Q92552', 'Q9UL18')"
"('P01106', 'Q9NRX6')"
"('P01106', 'O60502')"
"('P58107', 'Q13191')"
"('P49715', 'Q15848')"
"('O15069', 'Q12851')"
"('Q92569', 'P35790')"
"('Q9Y248', 'O94761')"
"('Q92934', 'Q01844')"
"('P28799', 'P98160')"
"('P49023', 'P23258')"
"('Q9Y5B9', 'Q8N257')"
"('P29034', 'Q02790')"
"('P46734', 'P45983')"
"('Q9HAU5', 'Q96Q15')"
"('P05109', 'P62714')"
"('O95786', 'Q9H6S1')"
"('P26373', 'P12931')"
"('P62879', 'Q13698')"
"('P53350', 'Q8NB46')"
"('P17813', 'Q04771')"
"('Q14315', 'P08514')"
"('Q02878', 'P63104')"
"('O00237', 'P61088')"
"('Q96PU4', 'Q96B02')"
"('O15198', 'Q9UMX0')"
"('P17948', 'Q8WYR1')"
"('P11021', 'Q99558')"
"('P30480', 'P29144')"
"('O43809', 'Q9GZT8')"
"('P53567', 'O60675')"
"('Q9UJW3', 'Q9NRX4')"
"('P04626', 'Q12913')"
"('Q9UKV8', 'Q9HCK5')"
"('Q99627', 'Q9Y239')"
"('A5YKK6', 'Q99459')"
"('Q9H0Y0', 'Q9BTE3')"
"('Q9HC96', 'Q9H1Y0')"
"('P30511', 'O43908')"
"('Q99558', 'Q14451')"
"('P07996', 'P10600')"
"('P27037', 'O00238')"
"('P62244', 'P08708')"
"('P63104', 'P18206')"
"('Q13535', 'Q86U86')"
"('P42771', 'Q92993')"
"('P27986', 'Q9BYB0')"
"('P17947', 'P10153')"
"('Q13315', 'Q96BT7')"
"('P09874', 'P78317')"
"('Q9NYQ7', 'O43147')"
"('Q14164', 'Q9Y3F4')"
"('P35754', 'P68133')"
"('Q13526', 'P14618')"
"('Q86U86', 'P06400')"
"('Q8N684', 'O60504')"
"('Q6ZU52', 'O60925')"
"('Q9UPN9', 'O96019')"
"('A7MCY6', 'Q8TDY2')"
"('O15379', 'O75533')"
"('P01588', 'P14784')"
"('P14416', 'P04899')"
"('Q96BY6', 'P17081')"
"('Q96EP5', 'P56545')"
"('Q14894', 'Q16543')"
"('P51114', 'P35228')"
"('Q9UHX1', 'P62306')"
"('Q06609', 'P63165')"
"('Q9H832', 'Q8TBB1')"
"('P15170', 'P62330')"
"('Q15366', 'Q00839')"
"('P61586', 'P15153')"
"('Q01085', 'Q92945')"
"('P25054', 'Q99460')"
"('Q9BZE9', 'P55072')"
"('P01889', 'P83731')"
"('P48551', 'P23458')"
"('P54652', 'O43353')"
"('O60563', 'O60583')"
"('O60739', 'B5ME19')"
"('Q96PV7', 'Q16513')"
"('P04626', 'P00533')"
"('P48454', 'Q53ET0')"
"('Q92831', 'P52732')"
"('O95782', 'P53675')"
"('Q01081', 'Q14683')"
"('P20333', 'P62158')"
"('P56693', 'P08034')"
"('P29074', 'P68104')"
"('Q13315', 'Q9H2X6')"
"('Q9H173', 'Q14204')"
"('P11229', 'Q8WYR1')"
"('P23258', 'Q08AG7')"
"('Q8N2W9', 'P38398')"
"('O43182', 'Q07890')"
"('Q9BX66', 'P55157')"
"('Q16849', 'Q92543')"
"('Q08043', 'P63261')"
"('Q7Z5Y7', 'Q96L34')"
"('Q9UKY1', 'Q07817')"
"('Q9C086', 'Q96RL1')"
"('P12236', 'P20333')"
"('O95229', 'O14777')"
"('Q8N474', 'P56705')"
"('P51681', 'P05386')"
"('P31946', 'O94915')"
"('Q16659', 'Q96BV0')"
"('P35609', 'Q86UL8')"
"('Q9HCU8', 'Q15054')"
"('Q9H9G7', 'Q13813')"
"('Q68CJ9', 'Q93009')"
"('P61981', 'Q9BPZ7')"
"('P25705', 'Q8N5M1')"
"('Q9Y333', 'Q13435')"
"('O95837', 'Q9NQ66')"
"('Q99836', 'P50991')"
"('Q13952', 'Q01362')"
"('O15530', 'P84022')"
"('Q9NX55', 'Q93062')"
"('Q9Y2X8', 'O43164')"
"('Q8N806', 'P68431')"
"('P0CG48', 'Q92783')"
"('P24864', 'Q9NYG5')"
"('Q9NY61', 'Q99708')"
"('P29692', 'Q8WYK2')"
"('P00519', 'P49450')"
"('Q92900', 'P62424')"
"('Q9NRI5', 'P11532')"
"('O95169', 'Q9UI09')"
"('Q8IVH8', 'P62993')"
"('P98175', 'Q04743')"
"('P62993', 'P62857')"
"('Q08209', 'Q9NYG5')"
"('Q96JB5', 'Q7RTX8')"
"('Q96KM6', 'O75807')"
"('Q9NQC3', 'P42677')"
"('P03372', 'Q9BTK6')"
"('Q12913', 'P46459')"
"('O60383', 'Q9NRL3')"
"('O75581', 'Q9UP38')"
"('O14904', 'O00144')"
"('Q92882', 'Q16394')"
"('O00206', 'P16671')"
"('P37023', 'P01137')"
"('Q13547', 'P29350')"
"('Q05397', 'P62140')"
"('P63104', 'Q9Y6R4')"
"('Q9UI95', 'P53779')"
"('P61978', 'Q15366')"
"('Q03519', 'Q04206')"
"('Q9Y478', 'P68036')"
"('Q8WXH5', 'P40189')"
"('P05129', 'P01100')"
"('Q9UBQ5', 'Q9Y478')"
"('Q16649', 'Q96BA8')"
"('Q13535', 'P17480')"
"('O60262', 'P53778')"
"('Q13797', 'P05556')"
"('P23246', 'Q96ST3')"
"('P42766', 'O60739')"
"('P06401', 'Q9BT22')"
"('P62318', 'Q969L4')"
"('P62993', 'Q15262')"
"('P07585', 'P00533')"
"('Q99880', 'Q8WUI4')"
"('Q10570', 'Q9NP77')"
"('P15515', 'Q8TAX7')"
"('P61088', 'P40337')"
"('Q86Z02', 'P15104')"
"('P46776', 'P46777')"
"('Q6P4R8', 'Q9H981')"
"('P31751', 'Q9UKX3')"
"('P04183', 'Q12766')"
"('406989', 'P08581')"
"('P26012', 'P26006')"
"('P07948', 'P29353')"
"('P16150', 'P17931')"
"('P05106', 'Q08043')"
"('Q9Y478', 'Q53ET0')"
"('P04637', 'P63279')"
"('P54105', 'P62312')"
"('Q9Y6K9', 'Q71UM5')"
"('P28702', 'Q15596')"
"('P42338', 'P31751')"
"('Q03188', 'Q9UER7')"
"('P05155', 'P02746')"
"('P01106', 'Q9ULZ2')"
"('Q96BK5', 'Q9BZE4')"
"('Q14197', 'O75306')"
"('P26373', 'P46778')"
"('P18146', 'O43447')"
"('Q9Y620', 'Q92630')"
"('Q9HCE7', 'Q8N4G2')"
"('Q9Y5I2', 'O95433')"
"('Q8N5A5', 'Q12873')"
"('P01857', 'Q8N2S1')"
"('Q13315', 'O00273')"
"('P04637', 'Q06609')"
"('Q13393', 'P23528')"
"('Q16566', 'Q04206')"
"('P56704', 'O14904')"
"('P19438', 'P63165')"
"('Q00653', 'Q13077')"
"('Q99459', 'Q8TD90')"
"('P08670', 'Q9UHX1')"
"('Q92797', 'Q9H0L4')"
"('P11166', 'Q7L5N1')"
"('Q16512', 'Q16539')"
"('P51532', 'P13164')"
"('Q9HBE4', 'Q99665')"
"('P05549', 'P35659')"
"('P01106', 'Q9Y219')"
"('Q5T5U3', 'Q7L0Q8')"
"('Q14789', 'P63279')"
"('P46778', 'P09651')"
"('P03905', 'P03886')"
"('O95777', 'Q86UX7')"
"('407021', 'P08572')"
"('P10636', 'P63104')"
"('P61978', 'P98175')"
"('P10809', 'P55212')"
"('Q00765', 'O75461')"
"('P84022', 'Q13547')"
"('Q96EB6', 'P98177')"
"('P55084', 'Q9H492')"
"('P01106', 'Q9NR50')"
"('Q13362', 'Q9UBN1')"
"('P10912', 'Q9Y2R2')"
"('P20671', 'O95931')"
"('Q04724', 'Q96AE4')"
"('Q562F6', 'P62136')"
"('Q9GZM8', 'Q9NS73')"
"('Q92622', 'Q99570')"
"('Q8TBE0', 'O14641')"
"('P26951', 'Q92569')"
"('P20333', 'P12236')"
"('P49207', 'P62899')"
"('Q13191', 'P58107')"
"('O14641', 'Q8N5R6')"
"('Q92692', 'Q99750')"
"('Q9Y5J5', 'Q9Y3T9')"
"('Q3ZCQ8', 'Q9NYJ8')"
"('Q9UKR5', 'Q99547')"
"('P53420', 'Q9UKX5')"
"('Q14344', 'O14641')"
"('P14770', 'P07359')"
"('P28070', 'O14818')"
"('Q5QNW6', 'P16104')"
"('P52756', 'O43390')"
"('O14519', 'P42772')"
"('P63104', 'Q7L576')"
"('P67809', 'Q7Z6M2')"
"('P28222', 'Q9UK08')"
"('P55268', 'P08648')"
"('Q96C10', 'Q9BYX4')"
"('Q9HAW0', 'Q8N1F7')"
"('Q8N5R6', 'Q96ED9')"
"('P08069', 'P27986')"
"('Q969V5', 'P0CG48')"
"('P05013', 'P15509')"
"('Q9Y619', 'P33992')"
"('P05129', 'Q9UP65')"
"('Q00987', 'P20226')"
"('P42574', 'P51124')"
"('Q9P2P6', 'O95182')"
"('P25067', 'P02768')"
"('406948', 'P15692')"
"('P43080', 'P51841')"
"('P04350', 'Q13748')"
"('P04350', 'Q99759')"
"('P50222', 'P15863')"
"('Q13432', 'Q15714')"
"('P30041', 'P10276')"
"('O14933', 'P98170')"
"('P63096', 'P08631')"
"('O43255', 'Q12933')"
"('Q96BY6', 'P60763')"
"('P35568', 'P12931')"
"('P23526', 'Q9Y4K3')"
"('P53007', 'Q9Y5V3')"
"('P18031', 'P19235')"
"('Q12933', 'P45983')"
"('P13747', 'Q14952')"
"('O75390', 'Q9Y4K3')"
"('P01106', 'P11362')"
"('Q09472', 'P15923')"
"('P25054', 'Q99418')"
"('Q86TM6', 'Q9BQ90')"
"('P04637', 'O43715')"
"('P62834', 'P10398')"
"('Q93009', 'Q96AP0')"
"('Q99558', 'P08708')"
"('Q9BYW2', 'P68431')"
"('Q92985', 'P52630')"
"('Q9UNA4', 'Q15038')"
"('P07196', 'P61981')"
"('P68400', 'P01106')"
"('P12107', 'P05556')"
"('P58546', 'Q9Y4K3')"
"('P40337', 'P17844')"
"('Q96AW1', 'O75665')"
"('O60641', 'Q99759')"
"('Q9HAT8', 'Q8NDX5')"
"('Q7Z4H7', 'Q96CS2')"
"('P01111', 'O15211')"
"('P53350', 'Q96T58')"
"('O00231', 'Q5UIP0')"
"('P14616', 'P48736')"
"('Q92985', 'Q13568')"
"('Q9UL54', 'Q96KG7')"
"('P98172', 'P12931')"
"('Q9BQA1', 'Q9Y5B0')"
"('O95897', 'P41567')"
"('Q14761', 'P18146')"
"('P19022', 'P23467')"
"('Q13427', 'A0JLT2')"
"('P40926', 'P23381')"
"('Q13162', 'P16104')"
"('Q9H204', 'Q96PU5')"
"('Q15714', 'Q5T3J3')"
"('P01106', 'P33076')"
"('O75400', 'P51608')"
"('P62857', 'O60739')"
"('P83731', 'P05388')"
"('Q13257', 'Q12834')"
"('Q9Y295', 'P23508')"
"('Q96A33', 'Q6SZW1')"
"('P05120', 'P00749')"
"('O15511', 'O15143')"
"('P48436', 'P08107')"
"('Q96ER3', 'P27448')"
"('P63279', 'Q9NX47')"
"('P01106', 'Q9NRG4')"
"('P32121', 'P34982')"
"('P11309', 'P40763')"
"('O43674', 'P03886')"
"('P34903', 'P54257')"
"('P62380', 'Q8N357')"
"('P13987', 'P29353')"
"('Q7Z417', 'P55854')"
"('P49407', 'Q08499')"
"('P32121', 'Q9BY84')"
"('Q9UKV5', 'O75800')"
"('P60842', 'Q53EL6')"
"('P67870', 'P19793')"
"('Q13813', 'O15287')"
"('P62820', 'Q9UI14')"
"('P01106', 'O94805')"
"('Q96CA5', 'P42574')"
"('P19532', 'P49321')"
"('Q00839', 'Q16637')"
"('O43318', 'Q9C0K7')"
"('Q99558', 'P61224')"
"('P06756', 'P16885')"
"('P52757', 'P84095')"
"('Q92993', 'Q01113')"
"('P28715', 'P12004')"
"('Q8IY92', 'Q6IQ49')"
"('P41743', 'Q9ULK5')"
"('Q9UJX2', 'Q9H1A4')"
"('Q92630', 'P10071')"
"('Q00005', 'Q9UPR3')"
"('P47914', 'P30480')"
"('Q6IE81', 'P25205')"
"('Q04917', 'Q9Y2J2')"
"('Q9H8G2', 'P21246')"
"('P10809', 'P17152')"
"('Q13443', 'Q9UI95')"
"('Q9UHD0', 'P42702')"
"('P01106', 'P20226')"
"('Q9HCM1', 'Q9NV70')"
"('P17252', 'P09471')"
"('Q9NRL2', 'Q13573')"
"('Q92633', 'P16520')"
"('P63104', 'Q9UDY2')"
"('Q7L014', 'Q15428')"
"('Q9Y2B9', 'P17612')"
"('P21246', 'O43147')"
"('Q8N5M1', 'P25705')"
"('Q9Y250', 'P53803')"
"('Q96PU8', 'Q9BQA1')"
"('Q13464', 'P26038')"
"('P00519', 'P19447')"
"('Q15025', 'P18146')"
"('P16070', 'Q9Y4K3')"
"('P15121', 'O75346')"
"('Q99558', 'P62249')"
"('Q9UKE5', 'P35222')"
"('P49407', 'Q16539')"
"('O75962', 'Q13867')"
"('P10909', 'P30101')"
"('P21580', 'O43353')"
"('Q13185', 'P83916')"
"('O60341', 'Q8IZL8')"
"('Q9Y566', 'O95490')"
"('442917', 'Q15303')"
"('Q8N2H9', 'P51617')"
"('P27824', 'P20618')"
"('O00206', 'P35247')"
"('P84022', 'Q9Y6X2')"
"('O00238', 'Q13873')"
"('Q9UER7', 'Q92793')"
"('Q9UKN8', 'Q13573')"
"('P34931', 'O95831')"
"('Q03167', 'P61812')"
"('P09769', 'P98077')"
"('P22314', 'Q8N2K1')"
"('Q9NVP2', 'P21675')"
"('O15198', 'Q9NRR5')"
"('Q8ND90', 'Q92831')"
"('P24043', 'P56199')"
"('P61224', 'P52564')"
"('Q9HCS7', 'P38646')"
"('P84095', 'O75914')"
"('P60866', 'P62993')"
"('P42680', 'O00459')"
"('P49207', 'P46777')"
"('Q5VTD9', 'Q13547')"
"('Q9H6S0', 'Q15306')"
"('P01106', 'Q02156')"
"('Q6X4W1', 'Q12988')"
"('P35998', '145781')"
"('Q9P0U3', 'Q13547')"
"('Q7Z5H3', 'P61587')"
"('P10827', 'Q02078')"
"('Q14469', 'Q9NPI8')"
"('O14832', 'Q9UNS2')"
"('Q92793', 'Q92831')"
"('Q9Y691', 'Q13936')"
"('P84022', 'Q9NRA8')"
"('P30504', 'Q8IUC4')"
"('P13747', 'P61769')"
"('P42262', 'O15399')"
"('P34981', 'O95837')"
"('P03372', 'Q13330')"
"('Q15155', 'Q969V3')"
"('O43242', 'Q9HAW0')"
"('Q9UPN9', 'Q9UIF9')"
"('Q8N5C8', 'Q9Y6K9')"
"('Q99816', 'P46940')"
"('P01106', 'Q9ULJ1')"
"('Q86V81', 'P52272')"
"('Q96QZ7', 'P57087')"
"('P62280', 'P62277')"
"('Q13315', 'Q14566')"
"('9757', 'O15550')"
"('P10600', 'Q9BZS1')"
"('Q9NPI6', 'Q8IZD4')"
"('O95503', 'Q14781')"
"('Q13402', 'P58418')"
"('P13693', 'Q9UNH7')"
"('Q6WCQ1', 'P08238')"
"('O00161', 'P54920')"
"('P04150', 'Q04206')"
"('P62979', 'Q86WV6')"
"('O14807', 'O43157')"
"('P01569', 'P26992')"
"('O94921', 'P62258')"
"('Q9HCS7', 'Q9ULR0')"
"('P30480', 'P61077')"
"('Q9H9S4', 'O14874')"
"('P56589', 'Q7Z412')"
"('O75396', 'Q12981')"
"('Q15038', 'Q9NRR5')"
"('Q12965', 'P50570')"
"('Q86U42', 'Q07955')"
"('Q96A08', 'O15379')"
"('P16520', 'O60503')"
"('P01568', 'Q99665')"
"('Q9H9H4', 'Q9Y5K6')"
"('Q5T6F0', 'O00238')"
"('Q66LE6', 'Q13188')"
"('P02743', 'O43852')"
"('Q01813', 'P01889')"
"('P38159', 'Q92620')"
"('P20618', 'Q96RG2')"
"('Q5VWQ8', 'P01112')"
"('P10720', 'P46094')"
"('Q9NR50', 'O95169')"
"('P38398', 'P18146')"
"('Q16777', 'Q8WUI4')"
"('P61254', 'P46779')"
"('O00213', 'P00533')"
"('Q75N90', 'P38936')"
"('Q13526', 'P48357')"
"('Q9H1D9', 'P19388')"
"('Q9H7Z6', 'P62805')"
"('P01567', 'Q99062')"
"('Q53TQ3', 'Q9ULG1')"
"('O60383', 'Q96HD1')"
"('Q15428', 'Q13247')"
"('Q13873', 'O15264')"
"('Q96RG2', 'O75925')"
"('Q00987', 'P08581')"
"('Q92597', 'P62249')"
"('P48643', 'Q9H7D0')"
"('P38398', 'P04637')"
"('Q9BTC8', 'O94776')"
"('P01106', 'O60238')"
"('P60568', 'P23458')"
"('Q92752', 'P31431')"
"('Q9NYU2', 'P30504')"
"('Q9BWW9', 'P46108')"
"('Q14839', 'Q12873')"
"('P05771', 'Q07157')"
"('P20671', 'P83916')"
"('P39019', 'P40337')"
"('P00488', 'P16871')"
"('P05129', 'Q9H6Z9')"
"('O95751', 'Q15744')"
"('O14599', 'Q66K74')"
"('Q9H492', 'Q13043')"
"('Q9Y678', 'Q92538')"
"('Q13740', 'P00533')"
"('P17302', 'Q6PEY2')"
"('Q9NQW7', 'P49841')"
"('A5D8V6', 'Q9UGN5')"
"('P46109', 'Q9ULV8')"
"('P29353', 'P19174')"
"('Q16576', 'P28749')"
"('P28340', 'P37173')"
"('Q13432', 'Q9UN74')"
"('O43513', 'A0JLT2')"
"('P12956', 'Q86X76')"
"('P14784', 'P48736')"
"('Q9NPI1', 'P62805')"
"('Q15435', 'Q12972')"
"('P00441', 'Q14596')"
"('P37275', 'Q13363')"
"('A6NHA9', 'P38405')"
"('Q16531', 'Q58WW2')"
"('P63167', 'P25963')"
"('Q15797', 'Q9UIS9')"
"('O75400', 'O60885')"
"('P02787', 'Q13509')"
"('P09234', 'Q9BRX9')"
"('P46934', 'P22607')"
"('Q6ZMI0', 'Q99962')"
"('P06702', 'P05109')"
"('Q03518', 'P30101')"
"('Q15788', 'Q9UPX8')"
"('P05067', 'Q92624')"
"('O00469', 'Q9Y230')"
"('Q9NRA1', 'P08581')"
"('P06239', 'Q15262')"
"('P63279', 'Q92481')"
"('Q96T76', 'P01106')"
"('O15067', 'P78396')"
"('Q14644', 'P20333')"
"('P24071', 'P32519')"
"('O00221', 'P38646')"
"('P78423', 'P51681')"
"('Q96EQ8', 'P61077')"
"('Q86YW0', 'P24723')"
"('Q16576', 'Q9Y5X4')"
"('P06748', 'Q5JVS0')"
"('Q9NSA1', 'P22455')"
"('Q9UBL3', 'O60814')"
"('P54259', 'P23142')"
"('P62987', 'P10636')"
"('Q14573', 'Q9UQM7')"
"('Q92823', 'O43301')"
"('Q9Y261', 'P35575')"
"('P10242', 'P09496')"
"('O15392', 'O14965')"
"('P04150', 'Q02556')"
"('Q8TAX7', 'P15516')"
"('P30480', 'P43307')"
"('Q8NEM0', 'Q9NTJ3')"
"('Q9H0E2', 'P98170')"
"('Q06330', 'P49841')"
"('Q9UET6', 'P28074')"
"('P12018', 'P00519')"
"('P78504', 'Q04721')"
"('O96014', 'O60353')"
"('O95257', 'P51681')"
"('Q8IXK0', 'P49736')"
"('P35225', 'P23771')"
"('Q14031', 'P18827')"
"('P48556', 'Q99460')"
"('P24043', 'P08648')"
"('Q9UK08', 'O95467')"
"('P51693', 'P67870')"
"('P17028', 'P26641')"
"('P60709', 'P06239')"
"('Q99961', 'Q9ULV8')"
"('Q99816', 'P14324')"
"('P83436', 'Q96JB2')"
"('P17302', 'A6NHL2')"
"('P01241', 'P10912')"
"('O75461', 'Q96B01')"
"('P62158', 'Q13557')"
"('Q9GZT3', 'Q9UET6')"
"('O76094', 'O94868')"
"('P62136', 'Q03135')"
"('P52735', 'Q8WZ42')"
"('O15131', 'Q14565')"
"('P24928', 'Q9NWA0')"
"('P53990', 'Q9Y6W3')"
"('P06733', 'P60709')"
"('O75461', 'Q14186')"
"('Q8IYX0', 'Q99750')"
"('O95622', 'Q8WZA2')"
"('Q9Y4K3', 'P40939')"
"('P46778', 'Q9NX58')"
"('O00716', 'O75530')"
"('Q14197', 'Q9Y3D3')"
"('Q7L5N1', 'Q13216')"
"('P63279', 'Q13432')"
"('Q9NRJ4', 'P12931')"
"('Q92985', 'Q13546')"
"('Q13237', 'P62140')"
"('Q9BRX9', 'Q15637')"
"('Q9Y585', 'P38405')"
"('Q6Q0C0', 'P57078')"
"('P63104', 'Q5T5U3')"
"('Q9H0I2', 'Q92997')"
"('O95169', 'O43676')"
"('P22392', 'Q9NQC3')"
"('Q13619', 'Q6UXN9')"
"('P51003', 'Q04864')"
"('Q92900', 'Q9NR19')"
"('P61224', 'P14618')"
"('Q9ULV1', 'Q01970')"
"('O95400', 'P06729')"
"('P04183', 'Q8N6T3')"
"('O15162', 'Q8WWR8')"
"('P24821', 'Q13797')"
"('P48378', 'P48380')"
"('Q16659', 'P18859')"
"('P48357', 'P51460')"
"('P16220', 'Q16798')"
"('P62987', 'O14964')"
"('P29320', 'Q8N5V2')"
"('Q4LE39', 'P24385')"
"('P08107', 'P59046')"
"('Q16665', 'Q9UNS2')"
"('Q9UHI7', 'P19174')"
"('P04049', 'O95848')"
"('Q5SR56', 'Q01780')"
"('P63027', 'O75558')"
"('Q07020', 'Q9UL18')"
"('Q7Z3B4', 'P25054')"
"('Q9HBI1', 'P26012')"
"('O14493', 'O95049')"
"('P08648', 'P05556')"
"('P12882', 'O00141')"
"('P61421', 'P30837')"
"('Q5TCQ9', 'Q9ULL4')"
"('P15153', 'P45984')"
"('P85298', 'Q9H4E5')"
"('P33176', 'P49792')"
"('P07711', 'P01040')"
"('Q9UII6', 'Q04771')"
"('Q9UK53', 'Q09028')"
"('P16152', 'P11171')"
"('Q8WUY8', 'Q9UI14')"
"('O75159', 'Q01113')"
"('P55795', 'Q13247')"
"('P13569', 'Q6UX72')"
"('P15018', 'P32927')"
"('P07355', 'Q9UKE5')"
"('P09234', 'O75525')"
"('P60568', 'Q5VWK5')"
"('P63208', 'Q9UKT7')"
"('O15360', 'O15111')"
"('Q96EX3', 'Q9NYJ8')"
"('O43504', 'P10275')"
"('Q8NFH3', 'Q9NRG9')"
"('Q02543', 'P83881')"
"('Q9UPS6', 'P61964')"
"('P05386', 'P46778')"
"('P61619', 'P13569')"
"('P02458', 'P07585')"
"('Q13315', 'Q86YH2')"
"('O96019', 'Q6P4R8')"
"('P0CG48', 'Q5MJ70')"
"('P01308', 'P48745')"
"('P07947', 'P00533')"
"('P21673', 'Q9BVJ6')"
"('P61024', 'Q86TM6')"
"('P30291', 'Q9HCE7')"
"('P56199', 'P35609')"
"('O14715', 'P55854')"
"('Q92673', 'Q9UJY4')"
"('Q9HBI0', 'Q13797')"
"('Q9H2G2', 'O43390')"
"('P30443', 'Q8N109')"
"('P12956', 'Q9NPJ4')"
"('O95785', 'Q9NPF4')"
"('P10809', 'P12830')"
"('Q8WXH5', 'Q01113')"
"('Q9UJ37', 'P84022')"
"('P05771', 'P15056')"
"('Q8TBB1', 'Q8N5Z5')"
"('P32881', 'P32927')"
"('O14640', 'O43900')"
"('Q96KQ7', 'P41227')"
"('P63104', 'P22392')"
"('Q9H6S1', 'Q9Y6K9')"
"('P63151', 'Q92736')"
"('Q14498', 'Q96GM8')"
"('Q8N7H5', 'Q6PD62')"
"('A7MCY6', 'Q13137')"
"('O14929', 'Q6NXT2')"
"('P08575', 'P27361')"
"('P68400', 'Q16543')"
"('P54253', 'Q9NRX4')"
"('Q8N392', 'P61586')"
"('Q9Y4G6', 'P16144')"
"('P22694', 'Q9UBI6')"
"('P08107', 'Q9HCK5')"
"('Q15853', 'P06748')"
"('Q13131', 'Q92574')"
"('Q9UET6', 'P16152')"
"('P11388', 'P35222')"
"('Q7L190', 'Q99963')"
"('P36954', 'P62487')"
"('O15056', 'P16333')"
"('Q9H7L9', 'Q92769')"
"('O00206', 'Q9NWF9')"
"('Q15388', 'P46379')"
"('P62837', 'Q8ND25')"
"('P17858', 'P01889')"
"('Q9UMD9', 'Q15149')"
"('P10586', 'P29353')"
"('P11142', 'P08107')"
"('O75610', 'P10600')"
"('P62807', 'O94817')"
"('P49407', 'P23458')"
"('Q14164', 'Q9UKK9')"
"('P24723', 'P62993')"
"('P09471', 'Q01668')"
"('Q08211', 'Q92620')"
"('Q16891', 'Q6ZVL6')"
"('P15509', 'P27986')"
"('P48169', 'Q9NQX3')"
"('O15520', 'P08138')"
"('Q9NXR7', 'P46736')"
"('P20618', 'P28062')"
"('P01574', 'P52333')"
"('P05129', 'Q9BX67')"
"('P23497', 'Q13472')"
"('Q13748', 'Q14204')"
"('Q13418', 'Q8N1F7')"
"('P40763', 'P35228')"
"('Q92918', 'Q13387')"
"('Q00613', 'P09104')"
"('P85299', 'P98175')"
"('Q86X55', 'P17676')"
"('Q9BWN1', 'P45973')"
"('Q7L5N1', 'P55212')"
"('P11171', 'P61923')"
"('P49207', 'P62750')"
"('Q96EU7', 'Q9NS00')"
"('P37059', 'P18146')"
"('P52756', 'Q08211')"
"('Q03014', 'P56545')"
"('P06753', 'P51911')"
"('Q13573', 'Q9NRL2')"
"('P47755', 'Q9NR96')"
"('Q9H4M7', 'P26641')"
"('Q13489', 'Q13114')"
"('Q07817', 'Q9P2Y4')"
"('P29074', 'P51681')"
"('P21281', 'P11511')"
"('P35268', 'P84098')"
"('Q9H211', 'Q13416')"
"('Q96L34', 'Q9Y4B5')"
"('O75444', 'Q9Y5Q3')"
"('B1A4H9', 'Q8IU57')"
"('P60953', 'Q16584')"
"('Q14164', 'Q6XUX3')"
"('Q13535', 'Q9NZT2')"
"('Q13526', 'Q5T3J3')"
"('Q15291', 'Q99877')"
"('P12034', 'P29317')"
"('O75947', 'P00846')"
"('Q99523', 'P01138')"
"('Q9UET6', 'P99999')"
"('Q9Y4K3', 'Q9UBT2')"
"('Q13200', 'P62333')"
"('P62807', 'Q9P0M6')"
"('P12109', 'P56199')"
"('P01584', 'P05187')"
"('Q8TE12', 'Q8N806')"
"('Q9UBD5', 'Q9Y619')"
"('P11142', 'P51617')"
"('Q6ZT07', 'Q9H173')"
"('O00505', 'P07910')"
"('P01241', 'P62158')"
"('Q6XUX3', 'P20618')"
"('Q14833', 'P09471')"
"('Q9UHD2', 'P48643')"
"('Q92783', 'Q13625')"
"('P22234', 'P01889')"
"('P17252', 'Q9UBN7')"
"('P13725', 'P31785')"
"('P05112', 'O95644')"
"('Q8N6P7', 'Q08334')"
"('Q15102', 'Q13011')"
"('P08572', 'P13612')"
"('Q9Y3S1', 'P00519')"
"('P62945', 'Q9UNX3')"
"('Q969T4', 'P61326')"
"('P27361', 'P19419')"
"('P63279', 'Q8TDB6')"
"('Q8WXI2', 'P24941')"
"('P27348', 'P61326')"
"('P63167', 'O76070')"
"('P00533', 'Q8WXH5')"
"('P20823', 'O00482')"
"('P17483', 'P22415')"
"('Q16658', 'Q9GZN1')"
"('P61421', 'P09471')"
"('Q99963', 'P18077')"
"('P10275', 'Q15233')"
"('P35626', 'Q8NGG5')"
"('Q9P2K9', 'P00918')"
"('P61254', 'P62993')"
